icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
ab60e3,1610081749,KJFK,1610083761,,DAL156  ,2363,87,,,0,0
4ba950,1610081485,KJFK,1610114516,,THY12   ,2091,64,,,0,0
a4b0bb,1610081391,KJFK,1610118921,LLBG,DAL234  ,1897,156,1705.0,41.0,0,4
e80244,1610080372,KJFK,1610108240,SPJC,LPE2373 ,2029,217,9912.0,399.0,0,5
8964a5,1610080264,KJFK,1610124741,OMDB,UAE202  ,3130,171,1050.0,87.0,0,2
a74b1b,1610080162,KJFK,1610099416,KLAX,SCX3053 ,2132,34,1657.0,60.0,0,8
a41b66,1610079633,KJFK,1610084296,20KY,ABX152  ,2120,178,2842.0,2330.0,0,10
c01aa6,1610079532,KJFK,1610082886,CYHM,CJT246  ,1528,178,1520.0,62.0,0,6
a42665,1610079440,KJFK,1610086069,KORD,ATN3457 ,963,79,997.0,105.0,0,5
acb1f5,1610079434,KJFK,1610082972,KJFK,N917PD  ,9872,3,10124.0,26.0,0,2
a8058a,1610079270,KJFK,1610084424,20II,FDX1612 ,2045,217,4369.0,1043.0,0,29
ac89f7,1610078716,KJFK,1610080335,,JBU437  ,1753,125,,,0,0
a4b5df,1610078567,KJFK,1610084182,07KY,UPS9793 ,1792,125,4632.0,241.0,0,11
a2cfcb,1610078350,KJFK,1610083773,KSDF,UPS1111 ,2327,125,2646.0,30.0,0,11
abb6dc,1610078240,KJFK,1610084909,KORD,QFA7550 ,2135,34,1638.0,105.0,0,5
ad8fa4,1610078118,KJFK,1610079678,,JBU609  ,1557,140,,,0,0
adda92,1610078028,KJFK,1610084428,,FDX1292 ,1874,300,,,0,0
a08826,1610077781,KJFK,1610084337,41IL,UPS1125 ,1754,239,6062.0,448.0,0,20
ab6851,1610076993,KJFK,1610101671,EGLL,DAL1    ,2296,201,1017.0,32.0,0,6
a0e869,1610075085,KJFK,1610081353,,FDX1276 ,2141,133,,,0,0
3965a0,1610074058,KJFK,1610099138,LFPG,AFR011  ,2101,156,5870.0,63.0,0,8
484fff,1610073809,KJFK,1610099497,EHAM,KLM644  ,2990,117,2536.0,27.0,0,1
4005c1,1610073189,KJFK,1610097012,EGLL,BAW14K  ,2569,102,2091.0,17.0,0,5
780232,1610072530,KJFK,1610076095,CYYZ,CPA085  ,3281,95,1641.0,104.0,0,4
06a12e,1610072299,KJFK,1610115914,OTHH,QTR59G  ,2298,102,3500.0,4.0,0,1
a186ad,1610071694,KJFK,1610073941,KBOS,JBU1318 ,1683,194,3552.0,100.0,0,3
407699,1610070186,KJFK,1610093923,EGLL,VIR606N ,2232,72,1116.0,40.0,0,6
a44d85,1610070084,KJFK,1610078168,KORL,DAL1717 ,2918,110,11299.0,887.0,0,8
a87fe4,1610069542,KJFK,1610076611,KATL,GTI450  ,2171,110,2169.0,30.0,0,21
a66239,1610069079,KJFK,1610070687,,JBU1009 ,2199,171,,,0,0
896409,1610068844,KJFK,1610112522,,ETD47N  ,2625,64,,,0,0
ad734a,1610068752,KJFK,1610070477,,JBU2837 ,1885,110,,,0,0
89911e,1610068642,KJFK,1610093399,6AK5,CAL5321 ,1986,64,2557.0,470.0,0,14
020122,1610068435,KJFK,1610091099,GMMN,RAM201N ,1820,49,845.0,81.0,0,1
7380c4,1610068318,KJFK,1610103636,LLBG,ELY002  ,2352,18,7543.0,271.0,0,4
abe1c2,1610068199,KJFK,1610069725,,DAL1975 ,2494,11,,,0,0
a4077d,1610068109,KJFK,1610076954,FL35,DAL1663 ,1221,42,8826.0,643.0,0,9
abea64,1610067977,KJFK,1610070280,KBOS,RPA5740 ,1074,41,2656.0,47.0,0,3
a1b449,1610067924,KJFK,1610070320,KDCA,RPA5658 ,1204,148,2768.0,33.0,0,5
a33339,1610067854,KJFK,1610070549,KSYR,EDV4851 ,1010,72,3117.0,31.0,0,12
a9cb18,1610067707,KJFK,1610091389,EGLL,AAL106  ,2245,102,1054.0,40.0,0,6
3965a1,1610067479,KJFK,1610092846,LFPG,AFR007  ,1383,3,3808.0,66.0,0,8
a3ff4e,1610067389,KJFK,1610070702,KBUF,RPA5754 ,1214,133,1519.0,69.0,0,15
484443,1610067204,KJFK,1610091969,EHAM,KLM642  ,1198,3,2095.0,4.0,0,1
ab3d17,1610066998,KJFK,1610069999,KROC,RPA5663 ,1226,102,373.0,101.0,0,12
a418b2,1610066930,KJFK,1610076644,KFLL,DAL1644 ,1703,110,4523.0,157.0,0,4
acb963,1610066853,KJFK,1610074395,KJFK,N919PD  ,10244,64,10548.0,34.0,0,2
a0563b,1610066703,KJFK,1610068857,,DAL216  ,1872,79,,,0,0
adf128,1610066464,KJFK,1610074789,KORL,JBU901  ,1629,110,1785.0,468.0,0,6
acb1f5,1610066247,KJFK,1610070929,KJFK,N917PD  ,9810,49,9979.0,11.0,0,2
a9acb8,1610066134,KJFK,1610087158,KSFO,DAL673  ,1728,156,548.0,72.0,0,5
4005c0,1610066013,KJFK,1610089768,EGKK,BAW2172 ,1901,117,6247.0,266.0,0,2
01012a,1610065758,KJFK,1610098215,,MSR986  ,2567,3,,,0,0
a19cc7,1610065154,KJFK,1610074306,KFLL,JBU1401 ,1704,95,3027.0,88.0,0,4
a445f8,1610064640,KJFK,1610081317,,DAL1985 ,1676,95,,,0,0
ab1c47,1610064459,KJFK,1610065930,,DAL1943 ,1901,79,,,0,0
ad4bcb,1610064216,KJFK,1610075204,TJSJ,JBU2503 ,1900,95,2639.0,35.0,0,1
e80450,1610064006,KJFK,1610089908,,LAN533  ,7895,834,,,0,0
a33666,1610057294,KJFK,1610060549,KBUF,JBU102  ,1336,72,2374.0,16.0,0,15
a5fc87,1610056944,KJFK,1610062438,KDTW,EDV5189 ,1934,34,3557.0,16.0,0,10
acb1f5,1610055062,KJFK,1610056743,KJFK,N917PD  ,9728,56,10044.0,41.0,0,2
4ba956,1610054302,KJFK,1610058158,CYYZ,THY6107 ,1492,3,1782.0,112.0,0,3
a1a435,1610053923,KJFK,1610062036,KORL,JBU84   ,2003,156,5979.0,864.0,0,8
ab35d3,1610052720,KJFK,1610059654,KATL,DAL45   ,1962,133,2594.0,68.0,0,20
a4350c,1610052648,KJFK,1610061419,FL35,DAL753  ,1516,102,8901.0,643.0,0,9
ab282b,1610052320,KJFK,1610054622,KBOS,RPA5721 ,1384,171,3408.0,85.0,0,3
a44cda,1610052261,KJFK,1610060532,KSFB,DAL760  ,1836,110,10864.0,1469.0,0,5
a3a575,1610051908,KJFK,1610054682,KROC,JBU486  ,2230,72,374.0,101.0,0,12
a4a0cd,1610051235,KJFK,1610060530,KRSW,DAL1525 ,2286,49,2509.0,36.0,0,8
abee1b,1610051146,KJFK,1610054169,KDCA,RPA5762 ,1880,56,2732.0,33.0,0,5
ad3cdf,1610051100,KJFK,1610060625,KFLL,JBU1171 ,2593,79,7715.0,324.0,0,4
a1a0c4,1610050994,KJFK,1610060348,KRSW,JBU1729 ,2459,49,2652.0,51.0,0,8
a3b4b5,1610050598,KJFK,1610059520,KMSP,DAL978  ,2059,26,2330.0,42.0,0,9
ad444d,1610050304,KJFK,1610058919,FL35,JBU125  ,2697,125,4425.0,1207.0,0,6
a8d224,1610049854,KJFK,1610053965,KRDU,EDV4636 ,1734,26,1632.0,48.0,0,7
aa4903,1610048776,KJFK,1610057784,KMIA,AAL313  ,2303,34,3085.0,81.0,0,5
a78945,1610048210,KJFK,1610061311,60CO,JBU2597 ,2290,3,4342.0,432.0,0,19
ab52a2,1610048015,KJFK,1610059080,TJSJ,DAL1853 ,2424,3,3468.0,96.0,0,1
a1741a,1610047945,KJFK,1610052619,,JBU1041 ,2025,26,,,0,0
adf066,1610047638,KJFK,1610050027,KSYR,N998AL  ,1651,3,4296.0,107.0,0,12
a299c8,1610046030,KJFK,1610048654,VT01,JBU34   ,1867,34,5230.0,1046.0,0,11
a8aed1,1610045075,KJFK,1610048953,CYHM,GTI2041 ,2137,41,1543.0,54.0,0,6
a3e94e,1610042475,KJFK,1610051489,KMSP,JBU1717 ,2147,95,1910.0,65.0,0,10
71c251,1610041770,KJFK,1610044614,,KAL8250 ,2275,3,,,0,0
a3b796,1610041004,KJFK,1610048057,KATL,DAL418  ,2163,26,2212.0,14.0,0,21
a90ea8,1610040165,KJFK,1610050438,,DAL644  ,2257,79,,,0,0
ace18e,1610040060,KJFK,1610040811,KHPN,N929WA  ,3403,49,15314.0,216.0,1,2
ade609,1610039710,KJFK,1610048894,KFLL,JBU2201 ,2589,41,4240.0,142.0,0,4
a12c23,1610039520,KJFK,1610058586,KLAX,DAL326  ,2135,72,1841.0,22.0,0,8
a24aa7,1610039134,KJFK,1610042801,KMVY,KAP349  ,2020,140,2177.0,131.0,0,5
a138b8,1610038713,KJFK,1610043765,KCLT,AAL163  ,2399,49,5321.0,145.0,0,7
a34294,1610038000,KJFK,1610045631,,DAL1752 ,2126,18,,,0,0
ad6bdc,1610037609,KJFK,1610056924,KHHR,JBU723  ,2286,26,3036.0,94.0,0,7
aa7c64,1610036943,KJFK,1610056182,KPDX,JBU1205 ,2595,148,722.0,70.0,0,22
acb1f5,1610036770,KJFK,1610040113,KJFK,N917PD  ,10683,26,10079.0,3.0,0,2
a40d8d,1610036596,KJFK,1610045335,KFLL,DAL1695 ,2024,26,7026.0,294.0,0,4
a37023,1610036506,KJFK,1610045631,KMIA,DAL1371 ,2353,34,4376.0,111.0,0,7
accb2b,1610036359,KJFK,1610055160,KSEA,ASA160  ,5383,483,1880.0,63.0,1,11
a1b2ee,1610035980,KJFK,1610047550,TJSJ,JBU2003 ,2370,56,2606.0,73.0,0,1
ad6f93,1610035714,KJFK,1610043958,KORL,JBU6189 ,2001,140,2890.0,407.0,0,7
4cc52a,1610035471,KJFK,1610061030,EBLG,SVA904  ,2365,34,8473.0,378.0,0,4
a44d85,1610034871,KJFK,1610036849,,DAL1891 ,2434,11,,,0,0
a5fc87,1610033750,KJFK,1610038253,,EDV5178 ,1776,11,,,0,0
a33666,1610033644,KJFK,1610037816,,JBU1273 ,2568,41,,,0,0
a72b6b,1610033575,KJFK,1610035666,,JBU2609 ,2641,56,,,0,0
aaf968,1610033172,KJFK,1610043773,,DAL621  ,2469,34,,,0,0
a30c8e,1610032920,KJFK,1610037192,KRDU,JBU285  ,1940,11,1804.0,64.0,0,7
a9876e,1610032770,KJFK,1610057185,6AK5,CKS816  ,1008,49,2234.0,486.0,0,14
a93d9f,1610032262,KJFK,1610049986,MMMX,DAL603  ,904,42,6249.0,178.0,0,1
ad2095,1610032123,KJFK,1610049910,KLAS,JBU211  ,2115,26,1027.0,100.0,0,4
aaba81,1610032025,KJFK,1610044495,02XS,SCX3023 ,2471,3,946.0,88.0,0,5
ac7581,1610031815,KJFK,1610045314,,AAL806  ,2035,3,,,0,0
a6587b,1610031743,KJFK,1610048784,KPHX,JBU2135 ,1999,26,1643.0,48.0,0,10
a96c96,1610031380,KJFK,1610048002,KPHX,DAL733  ,2629,117,1670.0,41.0,0,10
abff50,1610031280,KJFK,1610038946,,RPA5621 ,1945,11,,,0,0
a66239,1610031206,KJFK,1610035510,,JBU2659 ,2220,26,,,0,0
a14fe0,1610031063,KJFK,1610047439,KSLC,DAL719  ,2403,95,1396.0,107.0,0,3
a3bd81,1610030983,KJFK,1610035851,71MI,EDV4630 ,1824,18,9791.0,444.0,0,11
0c2068,1610030911,KJFK,1610047886,MPMG,CMP875  ,2582,110,11097.0,554.0,0,3
a3ff4e,1610030826,KJFK,1610033182,KBOS,RPA5732 ,2019,26,3336.0,92.0,0,3
a7a1e8,1610030768,KJFK,1610050940,60CL,JBU361  ,2378,72,4744.0,184.0,0,20
a654cb,1610030692,KJFK,1610037590,KATL,JBU1919 ,2539,87,2116.0,7.0,0,21
ad734a,1610030510,KJFK,1610032408,,JBU137  ,2494,18,,,0,0
ac159a,1610030306,KJFK,1610034699,,RPA5724 ,1919,26,,,0,0
a30520,1610030108,KJFK,1610032720,KSYR,JBU116  ,2061,102,4022.0,69.0,0,12
ab282b,1610030040,KJFK,1610034577,,RPA5609 ,2062,79,,,0,0
abba43,1610029971,KJFK,1610038524,,DAL1955 ,2584,3,,,0,0
a299c8,1610029506,KJFK,1610034269,KDTW,JBU919  ,1814,34,10462.0,382.0,0,11
ad27f3,1610029254,KJFK,1610047923,KSEA,JBU63   ,2317,64,1078.0,116.0,0,11
a3b808,1610029177,KJFK,1610038183,,JBU1381 ,2366,11,,,0,0
a13391,1610029083,KJFK,1610048639,KLAX,DAL315  ,2232,133,1638.0,0.0,0,8
a73a47,1610028993,KJFK,1610038114,KSRQ,JBU163  ,2252,110,1303.0,1.0,0,3
acb963,1610028978,KJFK,1610032908,KJFK,N919PD  ,10145,3,10086.0,42.0,0,2
ad646e,1610028892,KJFK,1610047424,KPSP,JBU1849 ,2539,72,1743.0,23.0,0,1
aa944a,1610028783,KJFK,1610047484,KLAX,AAL1    ,2342,41,3215.0,7.0,0,7
a7bbe9,1610028709,KJFK,1610043055,KABQ,JBU65   ,2225,26,1012.0,92.0,0,2
a1b449,1610028643,KJFK,1610035617,KORD,RPA5725 ,2013,34,2937.0,98.0,0,5
ad846f,1610028525,KJFK,1610039818,TJSJ,JBU403  ,1567,125,3256.0,88.0,0,1
acce3f,1610028446,KJFK,1610035399,,AAL978  ,2465,19,,,0,0
a4ce28,1610028213,KJFK,1610047540,60CL,ATN3430 ,2417,11,3788.0,428.0,0,18
a39f0d,1610027640,KJFK,1610033600,KSDF,UPS5517 ,1930,239,1780.0,61.0,0,11
a997cc,1610027550,KJFK,1610044923,KLAS,DAL325  ,2141,41,1465.0,123.0,0,4
a967eb,1610027340,KJFK,1610035182,KSFB,JBU83   ,2003,11,10057.0,1408.0,0,8
a96577,1610027263,KJFK,1610033899,KATL,DAL417  ,1982,18,2676.0,30.0,0,20
aa600a,1610027203,KJFK,1610036113,KFLL,JBU201  ,2382,41,4045.0,111.0,0,4
a13b1e,1610027105,KJFK,1610033868,,FDX442  ,2077,140,,,0,0
a6152a,1610027057,KJFK,1610031329,KRDU,EDV4804 ,2007,72,2620.0,25.0,0,7
abe1c2,1610026982,KJFK,1610029156,,DAL1917 ,2166,49,,,0,0
a7b0c4,1610026896,KJFK,1610028899,,JBU409  ,2314,11,,,0,0
a8e37c,1610026796,KJFK,1610037479,,DAL1887 ,2335,72,,,0,0
a7456c,1610026590,KJFK,1610038079,KDFW,JBU709  ,2177,34,4128.0,9.0,0,17
a9acb8,1610026527,KJFK,1610037899,TJSJ,DAL639  ,2041,49,2528.0,50.0,0,1
ab8112,1610026465,KJFK,1610036932,,AAL1327 ,2438,3,,,0,0
ac382e,1610026329,KJFK,1610028493,,DAL1845 ,2580,3,,,0,0
a413f8,1610026223,KJFK,1610054300,EDDP,ABX971  ,2365,3,1852.0,41.0,0,6
ab1c47,1610026116,KJFK,1610027717,,DAL1994 ,2551,34,,,0,0
a2cfcb,1610026023,KJFK,1610031744,KSDF,UPS2111 ,2115,34,2223.0,30.0,0,11
aa4252,1610025948,KJFK,1610037178,,JBU881  ,2506,56,,,0,0
ab6fdd,1610025865,KJFK,1610038340,,AAL496  ,2546,3,,,0,0
a92145,1610025725,KJFK,1610036605,,DAL635  ,2152,18,,,0,0
a19cc7,1610025625,KJFK,1610029991,,JBU379  ,2926,79,,,0,0
a71ded,1610025378,KJFK,1610027549,,JBU527  ,2415,26,,,0,0
ad7ab8,1610025286,KJFK,1610044798,KSAN,JBU189  ,2548,56,1441.0,12.0,0,9
ad4f72,1610025196,KJFK,1610027189,,JBU1057 ,2476,3,,,0,0
a78945,1610025125,KJFK,1610030877,TXKF,JBU2231 ,9330,841,213.0,18.0,0,0
adf128,1610024978,KJFK,1610027017,,JBU2237 ,2929,95,,,0,0
a37df6,1610024800,KJFK,1610026918,KBOS,JBU518  ,1782,41,3216.0,85.0,0,3
adc5ff,1610024740,KJFK,1610043777,KLAX,JBU323  ,2253,56,3012.0,15.0,0,7
a98539,1610024658,KJFK,1610045054,KSFO,DAL301  ,1885,3,530.0,103.0,0,5
adbe91,1610024589,KJFK,1610044892,KSFO,JBU15   ,2699,117,602.0,103.0,0,5
a8deb4,1610024065,KJFK,1610026306,,DAL613  ,1933,56,,,0,0
a95dba,1610023987,KJFK,1610044033,KSAN,DAL428  ,2025,11,2039.0,32.0,0,9
405f31,1610023789,KJFK,1610028929,19KY,DHK972  ,2297,41,8149.0,1130.0,0,8
a44cda,1610023697,KJFK,1610031416,KSFB,DAL1065 ,2302,3,10571.0,1141.0,0,8
a4350c,1610023620,KJFK,1610031927,FL35,DAL2063 ,2129,49,9634.0,566.0,0,9
ad4bcb,1610023552,KJFK,1610032977,,JBU751  ,2171,42,,,0,0
ad8bed,1610023475,KJFK,1610025593,,JBU869  ,2424,3,,,0,0
acb963,1610023441,KJFK,1610026856,KJFK,N919PD  ,9839,34,10139.0,26.0,0,2
a06a5a,1610023238,KJFK,1610035606,02XS,DAL373  ,1915,140,1752.0,19.0,0,5
a1741a,1610023148,KJFK,1610027474,,JBU677  ,2128,11,,,0,0
aab2bf,1610023090,KJFK,1610039500,KSLC,JBU871  ,2503,72,1753.0,122.0,0,3
a0563b,1610022975,KJFK,1610036329,KDEN,DAL875  ,1868,3,3821.0,78.0,0,17
a9704d,1610022903,KJFK,1610041566,KSEA,DAL308  ,2018,18,1054.0,109.0,0,11
a009a4,1610022816,KJFK,1610043593,KSFO,AAL76   ,2176,11,682.0,103.0,0,5
a39e7e,1610022549,KJFK,1610031413,KFLL,DAL703  ,2180,18,7355.0,279.0,0,4
a82520,1610022372,KJFK,1610038947,KSLC,DAL706  ,2261,64,1993.0,92.0,0,3
ab60e3,1610022095,KJFK,1610041239,KLAX,DAL302  ,1595,56,1404.0,30.0,0,8
a39ac7,1610022039,KJFK,1610031179,KMIA,DAL737  ,2313,49,1947.0,10.0,0,5
aabbd2,1610021647,KJFK,1610026464,KK62,ATN3213 ,1949,3,1312.0,1303.0,0,4
ab3d39,1610021465,KJFK,1610038301,,AAL2896 ,2874,72,,,0,0
a445f8,1610021378,KJFK,1610030600,KRSW,DAL1396 ,2358,49,2549.0,1.0,0,6
aac337,1610018198,KJFK,1610026859,KMIA,AAL1101 ,1872,110,1598.0,25.0,0,5
ad4fe1,1610017994,KJFK,1610022914,KCLT,AAL2643 ,1939,79,3948.0,53.0,0,7
a442f3,1610017816,KJFK,1610024339,KATL,DAL424  ,1899,95,2679.0,30.0,0,20
a7946a,1610017628,KJFK,1610029229,TJSJ,JBU1003 ,1763,133,2724.0,42.0,0,1
ade252,1610017510,KJFK,1610019836,,JBU935  ,1954,95,,,0,0
ad56e0,1610014490,KJFK,1610018355,,JBU559  ,2421,34,,,0,0
a1a0c4,1610014357,KJFK,1610016477,,JBU2137 ,1792,87,,,0,0
ad8fa4,1610014267,KJFK,1610016417,,JBU209  ,1673,26,,,0,0
4d0104,1610010944,KJFK,1610027397,MMMX,CLX7783 ,2109,34,5763.0,117.0,0,1
c0753b,1610008134,KJFK,1610012965,CYHM,SLQ9743 ,1933,87,3031.0,6.0,0,6
a960a9,1610000588,KJFK,1610043160,KMIA,EAL322  ,1666,87,4964.0,142.0,0,7
0c20bb,1610000488,KJFK,1610017124,MPTO,CMP807  ,1780,156,11847.0,454.0,0,3
06a0e8,1609999791,KJFK,1610043487,OTHH,QTR59U  ,2480,41,1680.0,79.0,0,1
8990e0,1609997058,KJFK,1610053295,RCTP,EVA031  ,2956,110,12537.0,485.0,0,2
7380c2,1609996104,KJFK,1610032120,LLSD,ELY008  ,1863,95,8100.0,329.0,0,4
a4bf95,1609995491,KJFK,1610032739,LLBG,DAL234  ,2075,125,7465.0,256.0,0,4
e80210,1609994888,KJFK,1610021773,SPJC,,1463,178,6154.0,209.0,0,5
4ba94e,1609994510,KJFK,1610027511,LTFM,THY12   ,2515,18,18221.0,693.0,0,0
a437c0,1609994262,KJFK,1609999249,67KY,ABX152  ,1768,156,8222.0,1763.0,0,10
a6f581,1609994130,KJFK,1610013448,KLAX,SCX3053 ,1707,72,1933.0,60.0,0,8
a8259b,1609993794,KJFK,1609999452,KIND,FDX1612 ,1662,148,2087.0,90.0,0,32
a45f0e,1609993645,KJFK,1610000545,KORD,ATN3457 ,1917,34,1339.0,128.0,0,5
aca29a,1609993505,KJFK,1609997339,,JBU437  ,1412,87,,,0,0
8964a7,1609993298,KJFK,1610037998,OMDB,UAE202  ,2186,79,1130.0,79.0,0,2
aa74ad,1609992993,KJFK,1609999587,,FDX1292 ,991,64,,,0,0
ade9c0,1609992592,KJFK,1609996447,,JBU609  ,1713,171,,,0,0
a54c6d,1609992430,KJFK,1609998747,KSDF,UPS9793 ,1481,133,2886.0,30.0,0,11
a26f98,1609991687,KJFK,1609997516,KSDF,UPS1111 ,2131,247,1992.0,84.0,0,11
a08826,1609991422,KJFK,1609998069,IS40,UPS1125 ,1900,140,6220.0,362.0,0,20
48ae25,1609991321,KJFK,1610019872,EPWA,LOT27   ,2337,3,2083.0,80.0,0,1
76cdb7,1609991119,KJFK,1610057077,WSSS,SIA23   ,2098,79,5538.0,298.0,0,6
a4c703,1609989724,KJFK,1610014655,EHAM,DAL46   ,1336,156,2428.0,4.0,0,1
4077d3,1609989410,KJFK,1610012872,EGLL,VIR688  ,1716,163,1064.0,63.0,0,6
a0b5c5,1609989123,KJFK,1609995617,,FDX1276 ,1936,140,,,0,0
485344,1609987953,KJFK,1610011918,EHAM,KLM644  ,2562,125,1758.0,4.0,0,1
4005c1,1609987782,KJFK,1610011296,EGLL,BAW14K  ,2133,209,1476.0,63.0,0,5
a87fe4,1609987526,KJFK,1609993841,KATL,GTI450  ,1459,277,1077.0,53.0,0,22
394a01,1609987155,KJFK,1610012027,LFPG,AFR011  ,2400,41,5978.0,71.0,0,8
aa3086,1609987013,KJFK,1610011460,6AK5,NCR601  ,2138,49,2917.0,455.0,0,14
780a70,1609986660,KJFK,1609993477,KORD,CPA095  ,1604,49,3005.0,82.0,0,5
3c7061,1609986400,KJFK,1610013443,EDDF,GEC8161 ,1775,178,2828.0,4.0,0,5
06a122,1609986051,KJFK,1610029844,OTHH,QTR59G  ,1905,49,2657.0,41.0,0,1
a61c53,1609985684,KJFK,1610002404,MMMX,GTI563  ,1340,163,5695.0,132.0,0,1
a27600,1609985211,KJFK,1609987378,KBOS,JBU1318 ,1374,110,3349.0,115.0,0,3
acb1f5,1609984940,KJFK,1609990456,KJFK,N917PD  ,10579,95,10042.0,11.0,0,2
407699,1609984249,KJFK,1610007508,EGLL,VIR4C   ,1845,156,1211.0,63.0,0,6
ab35d3,1609983688,KJFK,1610006062,EIDW,DAL3462 ,1471,156,1583.0,35.0,0,4
400685,1609983492,KJFK,1610007105,EGLL,BAW116  ,1968,125,2319.0,17.0,0,5
89640a,1609982253,KJFK,1610026879,OMAA,ETD47N  ,2260,49,12373.0,514.0,0,2
a42a37,1609982119,KJFK,1609984736,KSYR,EDV4851 ,1122,140,3077.0,54.0,0,12
a37023,1609982056,KJFK,1609990605,KMCF,DAL1663 ,1723,163,5237.0,376.0,0,6
ac0307,1609981972,KJFK,1609984414,KBOS,RPA5740 ,1418,201,3086.0,100.0,0,3
a44d85,1609981895,KJFK,1609989498,KMCO,DAL1717 ,1867,148,13473.0,1586.0,0,5
a1b449,1609981759,KJFK,1609984617,KDCA,RPA5658 ,1370,171,6107.0,208.0,0,5
ac7aa9,1609981686,KJFK,1609983719,,DAL1975 ,2090,125,,,0,0
020123,1609981568,KJFK,1610004508,GMMN,RAM201N ,1893,140,1720.0,59.0,0,1
abff50,1609981356,KJFK,1609984792,KBUF,RPA5754 ,1411,232,2287.0,23.0,0,16
ac159a,1609981235,KJFK,1609984241,KROC,RPA5663 ,956,148,393.0,94.0,0,12
a9c151,1609981023,KJFK,1610004278,EGLL,AAL106  ,1968,125,1291.0,48.0,0,6
484f73,1609980903,KJFK,1610005319,EHAM,KLM642  ,1882,171,1816.0,4.0,0,1
3440ce,1609980645,KJFK,1610005247,LEMD,PLM935P ,1635,125,1663.0,38.0,0,3
a11380,1609980551,KJFK,1610004851,LEMD,DAL3336 ,1777,110,555.0,8.0,0,3
ab649a,1609980468,KJFK,1610004597,EGLL,DAL1    ,2122,117,1001.0,48.0,0,6
a40d8d,1609980395,KJFK,1609989288,KFLL,DAL1644 ,1683,125,3940.0,111.0,0,4
394a18,1609980196,KJFK,1610005521,LFPG,AFR007  ,2329,56,3432.0,66.0,0,8
a82a75,1609980106,KJFK,1609987589,,SWQ9626 ,1573,148,,,0,0
a96171,1609979914,KJFK,1610000327,KSFO,DAL673  ,1491,247,658.0,95.0,0,5
4d22a8,1609979694,KJFK,1610011889,UKBB,MLT312  ,2654,102,3626.0,98.0,0,0
a44cda,1609978570,KJFK,1609994069,,DAL1985 ,1906,72,,,0,0
aca99c,1609978473,KJFK,1609980385,,DAL1943 ,2156,148,,,0,0
ad9712,1609978349,KJFK,1609990097,TJSJ,JBU2503 ,1897,156,2437.0,42.0,0,1
01013c,1609977994,KJFK,1610011192,,MSR986  ,2623,41,,,0,0
ab00d6,1609977498,KJFK,1610003015,LFPG,DAL262  ,1804,163,4894.0,2.0,0,8
ac45ac,1609977358,KJFK,1609988939,TJSJ,DAL1859 ,2028,117,2448.0,42.0,0,1
a555da,1609977110,KJFK,1609995495,KSEA,ATN3452 ,1961,56,1691.0,25.0,0,11
4b1916,1609976469,KJFK,1610003258,LSZH,SWR15X  ,2064,102,1009.0,27.0,0,7
a95c2f,1609976239,KJFK,1610000265,6AK5,NCR501  ,2139,110,2660.0,493.0,0,14
ab43c6,1609976108,KJFK,1609982396,KATL,DAL399  ,3839,300,2480.0,46.0,1,20
4ca782,1609975443,KJFK,1609997710,EIDW,EIN104  ,1823,156,1947.0,12.0,0,4
a3dfeb,1609975311,KJFK,1609984254,KMSP,DAL933  ,1387,148,1680.0,65.0,0,10
a11d47,1609975197,KJFK,1609994699,KLAX,DAL313  ,2088,308,1675.0,0.0,0,8
aace5c,1609975047,KJFK,1609993628,KLAX,AAL3    ,1604,102,2570.0,30.0,0,7
4ca936,1609974925,KJFK,1610004156,LIRF,AZA60M  ,2193,95,2895.0,49.0,0,3
a79768,1609974051,KJFK,1609994286,KSFO,ASA657  ,2039,163,295.0,103.0,0,5
abac50,1609973534,KJFK,1610001419,LIMC,DAL3464 ,1706,87,615.0,28.0,0,4
e48df6,1609973181,KJFK,1610005782,SBGR,TAM8181 ,2098,156,3510.0,111.0,0,2
ab4489,1609972857,KJFK,1609988721,KSLC,DAL765  ,1804,194,286.0,84.0,0,3
a968df,1609972778,KJFK,1609991530,KSEA,DAL307  ,1753,300,1186.0,48.0,0,11
740823,1609972053,KJFK,1610008222,,RJA23Q  ,1997,140,,,0,0
869560,1609971865,KJFK,1610022205,RJTT,ANA109  ,2142,102,6567.0,339.0,0,1
a5e02d,1609971269,KJFK,1609976547,KDTW,EDV5189 ,1428,194,9495.0,336.0,0,11
a30c8e,1609971194,KJFK,1609974633,KBUF,JBU102  ,1404,102,3169.0,21.0,0,16
a34294,1609971005,KJFK,1609980089,KMIA,DAL1521 ,1920,255,4761.0,111.0,0,7
acb963,1609970240,KJFK,1609977287,KJFK,N919PD  ,10915,95,10065.0,3.0,0,2
a95ca4,1609970045,KJFK,1610018380,RJAA,SOO7970 ,2348,95,27141.0,1724.0,0,0
a35eb0,1609969131,KJFK,1609977956,KMIA,AAL1184 ,1933,171,2388.0,20.0,0,5
ad60b7,1609968779,KJFK,1609987936,KLAX,JBU1323 ,1666,133,2395.0,45.0,0,7
a7bbe9,1609968336,KJFK,1609980029,TJSJ,JBU2403 ,1971,194,2413.0,42.0,0,1
