icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
abfb99,1611779220,KJFK,1611782339,KDCA,RPA5762 ,1593,255,2525.0,33.0,0,5
ad3cdf,1611778927,KJFK,1611788258,KFLL,JBU1171 ,2103,186,8855.0,363.0,0,4
0d0805,1611778806,KJFK,1611798206,MMMX,AMX409  ,3035,209,6276.0,139.0,0,1
a390ed,1611778320,KJFK,1611787341,KMSP,DAL978  ,1459,140,3347.0,88.0,0,10
ad5329,1611777990,KJFK,1611787745,FL35,JBU125  ,2248,217,8422.0,650.0,0,9
a482fc,1611777431,KJFK,1611782112,KRDU,EDV4636 ,1361,201,1627.0,3.0,0,7
0c6034,1611776707,KJFK,1611787431,,BWA3525 ,2672,186,,,0,0
ad6f93,1611776593,KJFK,1611784856,,JBU2153 ,2113,148,,,0,0
a19cc7,1611776337,KJFK,1611793199,,JBU1769 ,2614,262,,,0,0
a92aca,1611775494,KJFK,1611794906,SKBO,AVA211  ,2239,224,4501.0,72.0,0,2
899103,1611775312,KJFK,1611799641,PANC,CAL5321 ,3799,201,1570.0,0.0,1,14
a585c4,1611774617,KJFK,1611775961,KBDL,N455MB  ,1504,308,7486.0,838.0,0,11
aba7b0,1611774413,KJFK,1611785695,TJSJ,DAL1853 ,2394,232,4211.0,126.0,0,1
ab3214,1611774284,KJFK,1611793919,KPHX,AAL658  ,2873,285,1282.0,64.0,0,10
4bb14c,1611772599,KJFK,1611779562,KORD,THY6275 ,2925,133,3568.0,44.0,0,5
ab1c47,1611771234,KJFK,1611772829,,DAL1908 ,2521,209,,,0,0
a13748,1611770767,KJFK,1611789022,SKMA,DAL253  ,3176,521,6793.0,251.0,0,2
abc1bc,1611770509,KJFK,1611772031,,DAL1855 ,2323,209,,,0,0
8004dd,1611769729,KJFK,1611818180,VIDP,AIC102  ,3548,186,2961.0,31.0,1,1
ab1d30,1611769504,KJFK,1611776939,KATL,DAL418  ,1987,247,2136.0,30.0,0,21
a825e3,1611768995,KJFK,1611770653,,JBU1409 ,2359,262,,,0,0
ade609,1611768909,KJFK,1611771177,,JBU627  ,2095,308,,,0,0
a120fe,1611767825,KJFK,1611790066,KLAX,DAL326  ,1671,194,1815.0,0.0,0,6
a8e29c,1611767735,KJFK,1611778012,,DAL644  ,1390,186,,,0,0
aded77,1611767209,KJFK,1611776639,KFLL,JBU2201 ,2142,232,8047.0,332.0,0,4
a6b4f7,1611767114,KJFK,1611769318,,JBU2637 ,2033,217,,,0,0
71c041,1611766905,KJFK,1611848481,WSSS,KAL082  ,4411,209,3924.0,153.0,1,6
a3c9b4,1611766390,KJFK,1611775460,KFLL,DAL1695 ,2567,163,7887.0,332.0,0,4
a449af,1611765996,KJFK,1611774883,KMCO,DAL1752 ,2720,285,5155.0,130.0,0,7
aa2674,1611765933,KJFK,1611769645,KMVY,SXL24   ,3426,217,2757.0,116.0,1,4
ac3e6a,1611765775,KJFK,1611770094,MA55,KAP396  ,2882,300,9480.0,521.0,0,5
440670,1611765311,KJFK,1611798704,EBLG,TAY011  ,2888,194,5364.0,241.0,0,2
ac0941,1611765024,KJFK,1611766589,,DAL1933 ,2840,300,,,0,0
aca22e,1611764694,KJFK,1611766257,,DAL1905 ,3391,163,,,0,0
a3c5fd,1611764443,KJFK,1611773964,KMIA,DAL1371 ,2553,117,2766.0,35.0,0,4
a883bd,1611764022,KJFK,1611775169,,JBU951  ,2036,262,,,0,0
a1a0c4,1611763932,KJFK,1611774979,TJSJ,JBU2003 ,2387,247,1828.0,12.0,0,1
4bb14f,1611763813,KJFK,1611781520,SKMA,THY6433 ,3725,232,6984.0,251.0,1,2
ace175,1611763440,KJFK,1611783190,KSEA,ASA160  ,2168,171,969.0,81.0,0,11
a68371,1611763325,KJFK,1611764908,KLNS,LXJ519  ,2140,178,10485.0,448.0,0,5
acbf73,1611762534,KJFK,1611764967,KJFK,N920PD  ,10237,19,9757.0,26.0,0,2
869582,1611762262,KJFK,1611811218,,ANA9    ,4045,323,,,1,0
a7946a,1611762144,KJFK,1611793419,KJFK,JBU740  ,2640,316,3293.0,87.0,0,2
a44f0d,1611761508,KJFK,1611763636,KBOS,DAL9960 ,1370,232,2012.0,39.0,0,3
a20d01,1611761377,KJFK,1611763433,KBOS,JBU518  ,1495,239,2687.0,77.0,0,3
ab00d6,1611760990,KJFK,1611771738,,DAL621  ,2600,201,,,0,0
aabf50,1611760578,KJFK,1611775361,02XS,SCX3023 ,2162,377,1475.0,12.0,0,5
a8df06,1611760484,KJFK,1611779458,MMMX,DAL603  ,1744,239,5361.0,132.0,0,1
aaec9c,1611760357,KJFK,1611774914,,AAL806  ,2631,186,,,0,0
a1629d,1611759950,KJFK,1611768179,,FDX442  ,1379,247,,,0,0
a83108,1611759863,KJFK,1611768719,KFLL,JBU501  ,1383,255,7844.0,302.0,0,4
ade9c0,1611759769,KJFK,1611762929,,JBU137  ,1542,255,,,0,0
a98539,1611759093,KJFK,1611796515,KJFK,DAL719  ,2502,399,1617.0,26.0,0,1
0c206b,1611758941,KJFK,1611777809,MPMG,CMP875  ,2249,316,11656.0,783.0,0,3
ab282b,1611758860,KJFK,1611760875,KBOS,RPA5732 ,1133,293,2017.0,32.0,0,3
ac8d3c,1611758544,KJFK,1611767571,,DAL1955 ,1682,262,,,0,0
a5fc87,1611758447,KJFK,1611764074,KDTW,EDV4702 ,1316,209,5711.0,138.0,0,10
a7456c,1611757812,KJFK,1611766016,KATL,JBU1919 ,1579,270,2143.0,7.0,0,21
a1f794,1611757385,KJFK,1611784274,EDDP,ABX971  ,1914,232,3397.0,102.0,0,6
a47cd1,1611756915,KJFK,1611778118,CA22,ATN3430 ,1885,247,1392.0,373.0,0,17
adf4e9,1611756737,KJFK,1611767596,TJSJ,JBU403  ,1968,300,2641.0,35.0,0,1
a79821,1611756645,KJFK,1611765487,KMCO,JBU83   ,2018,285,5427.0,123.0,0,5
aa9093,1611756522,KJFK,1611776916,KLAX,AAL1    ,2959,377,1688.0,30.0,0,6
a19dff,1611756257,KJFK,1611764627,KORD,RPA5725 ,1207,293,953.0,128.0,0,5
a95dba,1611756013,KJFK,1611776459,KLAS,DAL325  ,1370,262,1414.0,108.0,0,4
ab63d7,1611755850,KJFK,1611757309,,DAL1917 ,2941,346,,,0,0
405f33,1611755706,KJFK,1611777564,EGNX,DHK972  ,2791,422,982.0,36.0,0,3
a8e20f,1611755617,KJFK,1611763823,KATL,DAL417  ,1088,217,1958.0,0.0,0,21
ac893a,1611755352,KJFK,1611765702,,AAL1327 ,3269,415,,,0,0
aa4252,1611755109,KJFK,1611764172,KFLL,JBU201  ,3006,468,5287.0,172.0,0,4
a6152a,1611754923,KJFK,1611759569,KRDU,EDV4804 ,1424,498,2943.0,27.0,0,6
4077d4,1611754813,KJFK,1611776922,EGLL,VIR26Q  ,1624,361,1703.0,20.0,0,6
a3376c,1611754590,KJFK,1611761849,KSDF,UPS5517 ,1925,498,2209.0,46.0,0,11
ab879f,1611754416,KJFK,1611755867,,DAL1994 ,1979,209,,,0,0
aac7ab,1611754319,KJFK,1611758904,,JBU409  ,2293,384,,,0,0
adc532,1611754237,KJFK,1611768884,,AAL496  ,3076,369,,,0,0
ab5975,1611754033,KJFK,1611776368,KLAX,DAL302  ,1508,201,2097.0,68.0,0,8
abaf1e,1611753907,KJFK,1611755369,,DAL1845 ,1488,133,,,0,0
a8e37c,1611753811,KJFK,1611772589,MMMX,DAL625  ,1452,239,5795.0,139.0,0,1
a96c96,1611753478,KJFK,1611764249,TJSJ,DAL639  ,1589,415,2731.0,42.0,0,1
a781d7,1611753420,KJFK,1611755483,,JBU2237 ,2059,346,,,0,0
71c285,1611753267,KJFK,1611849449,KLAX,KAL252  ,2835,384,879.0,53.0,0,7
a93631,1611753195,KJFK,1611763663,,DAL635  ,2021,392,,,0,0
ace063,1611753129,KJFK,1611775001,KLAX,JBU323  ,1942,293,1581.0,53.0,0,6
a44d85,1611753052,KJFK,1611761620,KMCO,DAL1065 ,2014,277,5619.0,138.0,0,7
aca29a,1611752896,KJFK,1611754577,,JBU1057 ,1624,285,,,0,0
a1a3a9,1611752814,KJFK,1611760766,,JBU379  ,1634,255,,,0,0
a98f6a,1611752746,KJFK,1611763567,,JBU149  ,1773,331,,,0,0
a2cfcb,1611752437,KJFK,1611759568,KSDF,UPS2111 ,1169,437,2604.0,7.0,0,11
a3fc58,1611752374,KJFK,1611761775,FL35,DAL2063 ,1543,323,9708.0,544.0,0,9
a96171,1611752284,KJFK,1611773984,KSFO,DAL301  ,1097,316,621.0,34.0,0,5
ad8fa4,1611752204,KJFK,1611756568,,JBU869  ,1832,293,,,0,0
a0e250,1611752093,KJFK,1611758789,KCLT,AAL1444 ,1527,300,5426.0,175.0,0,6
a0c0ea,1611751970,KJFK,1611760858,,FDX869  ,2083,323,,,0,0
a3e5fa,1611751525,KJFK,1611760408,KFLL,DAL703  ,1968,270,5839.0,202.0,0,4
a198ed,1611751427,KJFK,1611762077,,JBU751  ,1122,178,,,0,0
a009a4,1611751215,KJFK,1611774181,KSFO,AAL76   ,1561,255,374.0,18.0,0,5
a86605,1611751104,KJFK,1611766908,,JBU1691 ,2486,354,,,0,0
a9a901,1611750973,KJFK,1611770369,KSEA,DAL308  ,1216,247,949.0,96.0,0,11
a05614,1611750849,KJFK,1611765433,KDEN,DAL875  ,1629,338,6108.0,89.0,0,20
aa4cf5,1611750780,KJFK,1611757066,19KY,ATN3213 ,2216,308,10624.0,1367.0,0,8
780bb9,1611750284,KJFK,1611775304,6AK5,CAO1050 ,1541,262,1598.0,280.0,0,14
a988f0,1611750166,KJFK,1611777624,KLAS,DAL706  ,1602,239,1436.0,108.0,0,4
a4350c,1611749790,KJFK,1611759029,KMIA,DAL737  ,1634,262,2557.0,2.0,0,4
a44d62,1611749628,KJFK,1611760139,KRSW,DAL1396 ,1611,323,2539.0,1.0,0,6
abedc8,1611749145,KJFK,1611763374,,AAL2896 ,3264,384,,,0,0
4cc52a,1611748320,KJFK,1611771613,EBLG,SVA3922 ,2249,407,5200.0,202.0,0,2
a43f3c,1611746881,KJFK,1611755000,KATL,DAL424  ,1903,224,2261.0,22.0,0,20
acfd2c,1611746256,KJFK,1611752859,KCLT,AAL2643 ,2244,270,4073.0,107.0,0,7
aa1dd4,1611746085,KJFK,1611765189,SKMA,AVA021  ,1191,209,6983.0,480.0,0,2
aad981,1611745890,KJFK,1611754886,KMIA,AAL1101 ,1919,247,3768.0,50.0,0,4
ad8836,1611745513,KJFK,1611747635,,JBU935  ,2163,361,,,0,0
3c706b,1611744219,KJFK,1611768856,EDDF,GEC8171 ,2192,255,1997.0,4.0,0,5
ad8bed,1611742926,KJFK,1611772765,KJFK,JBU559  ,1909,316,3713.0,125.0,0,2
ad4804,1611742238,KJFK,1611744428,,JBU209  ,1847,270,,,0,0
06a1ed,1611742054,KJFK,1611752178,,QTR8185 ,1083,331,,,0,0
a1a458,1611741990,KJFK,1611744246,,JBU2137 ,1584,270,,,0,0
a63f8d,1611741170,KJFK,1611765926,MROC,VOC4085 ,1095,354,1328.0,44.0,0,2
71bc13,1611740741,KJFK,1611763554,EBBR,AAR587  ,2709,323,675.0,10.0,0,3
06a078,1611737798,KJFK,1611763317,LIMC,QTR8003 ,2173,300,852.0,43.0,0,4
a76a5e,1611737027,KJFK,1611741668,KIAD,GTX248  ,2887,453,3126.0,26.0,0,6
a7d278,1611735420,KJFK,1611759382,MNMG,TAI567  ,2258,369,211.0,13.0,0,2
a4eb80,1611730447,KJFK,1611754869,PANC,GTI8791 ,2785,285,1555.0,61.0,0,14
0c20ad,1611729407,KJFK,1611746660,MPTO,CMP807  ,2413,369,12774.0,522.0,0,3
06a2df,1611728776,KJFK,1611736006,KORD,QTR8188 ,1975,346,4451.0,31.0,0,5
06a0e5,1611727543,KJFK,1611769033,OTHH,QTR59U  ,2195,369,3086.0,18.0,0,1
8990da,1611726132,KJFK,1611786419,RCTP,EVA031  ,1534,171,12129.0,493.0,0,2
ab4bf7,1611724905,KJFK,1611829659,KJFK,DAL157  ,2909,377,2763.0,117.0,0,1
789232,1611724680,KJFK,1611779537,VHHH,CPA845  ,1677,323,6174.0,181.0,0,1
a4bf95,1611724174,KJFK,1611758938,LLBG,DAL3459 ,2503,407,6743.0,278.0,0,4
4cc534,1611724033,KJFK,1611747929,EBLG,SVA3942 ,2145,300,5970.0,248.0,0,2
aae810,1611723121,KJFK,1611744495,KLAX,SCX3053 ,1974,270,1652.0,83.0,0,8
a437c0,1611723027,KJFK,1611729148,KCVG,ABX152  ,2228,415,9183.0,405.0,0,9
4bb141,1611722648,KJFK,1611754446,LTFM,THY12   ,2782,392,7623.0,518.0,0,2
c07c26,1611721967,KJFK,1611725723,CYHM,CJT246  ,1464,293,1235.0,9.0,0,6
e8040b,1611721509,KJFK,1611748329,SPJC,LPE2373 ,2713,460,10177.0,445.0,0,5
a5ce0f,1611720900,KJFK,1611727859,KSDF,UPS9793 ,1434,346,3667.0,60.0,0,11
a2c9bb,1611720520,KJFK,1611727434,KSDF,UPS1111 ,1197,529,2189.0,7.0,0,11
8964a1,1611720313,KJFK,1611763453,OMDB,UAE202  ,3891,483,2430.0,49.0,0,2
a78546,1611719814,KJFK,1611726327,KIND,FDX1612 ,1449,392,3675.0,46.0,0,32
ade609,1611719690,KJFK,1611721336,,JBU437  ,1821,323,,,0,0
aa6988,1611719345,KJFK,1611726924,,FDX1292 ,1875,430,,,0,0
a0c5ef,1611719212,KJFK,1611726508,IS59,UPS1125 ,1624,369,3533.0,339.0,0,35
76cce1,1611719139,KJFK,1611783248,WSSS,SIA23   ,2558,453,5887.0,282.0,0,6
394a06,1611718474,KJFK,1611741623,LFPG,AFR5395 ,1595,293,5899.0,86.0,0,8
344305,1611718314,KJFK,1611741208,LEMD,IBE6252 ,2224,354,328.0,128.0,0,3
aaae4b,1611717972,KJFK,1611740099,EGLL,AAL9821 ,2455,369,1401.0,2.0,0,6
a0bd33,1611716957,KJFK,1611725257,,FDX1276 ,2087,331,,,0,0
406b49,1611716750,KJFK,1611738512,EGLL,VIR688  ,2735,338,1902.0,5.0,0,6
4005bb,1611716618,KJFK,1611738773,EGLL,BAW14K  ,2959,437,2205.0,28.0,0,6
780a6e,1611716521,KJFK,1611720382,CYYZ,CPA085  ,3993,430,1692.0,13.0,0,4
4850e6,1611713892,KJFK,1611737441,EHAM,KLM644  ,2907,392,2189.0,10.0,0,0
a25238,1611713640,KJFK,1611715433,KBOS,JBU1318 ,1586,437,1928.0,54.0,0,3
06a12f,1611713291,KJFK,1611755217,OTHH,QTR59G  ,1780,331,2300.0,56.0,0,1
4007f6,1611711904,KJFK,1611734021,EGLL,BAW116  ,2612,476,1744.0,5.0,0,6
407698,1611711711,KJFK,1611733636,EGLL,VIR606N ,2182,468,1297.0,5.0,0,6
a87fe4,1611711624,KJFK,1611718639,KATL,GTI450  ,2017,445,1261.0,0.0,0,22
a449af,1611711311,KJFK,1611719332,KMCO,DAL1717 ,3657,514,3657.0,123.0,0,6
8963cf,1611711067,KJFK,1611754729,OMAA,ETD47N  ,2816,369,8551.0,308.0,0,2
ab1c47,1611710653,KJFK,1611712487,,DAL1975 ,1953,323,,,0,0
a849ab,1611710472,KJFK,1611712613,,JBU1009 ,1995,407,,,0,0
ab282b,1611710389,KJFK,1611714024,KBUF,RPA5754 ,1346,392,2221.0,98.0,0,15
a189f2,1611710024,KJFK,1611733036,LEMD,DAL3336 ,1986,422,22.0,113.0,0,3
a16c3a,1611709856,KJFK,1611734280,GOBD,DAL216  ,2015,377,695.0,3.0,0,0
abf7e2,1611709785,KJFK,1611711645,KBOS,RPA5740 ,1180,377,2042.0,47.0,0,3
a19dff,1611709704,KJFK,1611713153,KDCA,RPA5658 ,1996,498,2195.0,79.0,0,5
a9d640,1611709586,KJFK,1611732514,EGLL,AAL106  ,2813,407,1370.0,12.0,0,6
4851af,1611709499,KJFK,1611732269,EHAM,KLM642  ,1645,300,2231.0,33.0,0,0
ab6fbf,1611709417,KJFK,1611732175,EGLL,DAL1    ,2666,491,2215.0,35.0,0,6
3965a3,1611709068,KJFK,1611732395,LFPG,AFR007  ,2361,430,2223.0,48.0,0,8
abfb99,1611708436,KJFK,1611711795,KROC,RPA5663 ,1564,384,1171.0,42.0,0,12
a3c246,1611708097,KJFK,1611716997,KFLL,DAL1644 ,2094,407,2778.0,50.0,0,4
ab44af,1611707853,KJFK,1611731508,LFPG,DAL262  ,2252,361,4318.0,5.0,0,8
a9bf4b,1611707776,KJFK,1611733068,KLAX,DAL673  ,2312,407,1469.0,30.0,0,8
ad3cdf,1611707439,KJFK,1611718402,TJSJ,JBU2503 ,1954,377,2327.0,12.0,0,1
a44d85,1611707378,KJFK,1611745504,KJFK,DAL1984 ,1790,377,2938.0,102.0,0,1
abc1bc,1611705189,KJFK,1611716009,TJSJ,DAL1859 ,2427,384,2619.0,35.0,0,1
a3396b,1611705085,KJFK,1611723465,KSEA,ATN3452 ,1640,453,535.0,142.0,0,12
ab38a1,1611704830,KJFK,1611711989,KATL,DAL399  ,2724,407,2527.0,7.0,0,20
424480,1611704629,KJFK,1611735147,UUEE,AFL103  ,3435,437,6645.0,381.0,0,0
ab6c08,1611703833,KJFK,1611719905,KSLC,DAL765  ,2082,506,1964.0,8.0,0,3
4ca74e,1611703662,KJFK,1611724463,EIDW,EIN104  ,2136,399,1517.0,40.0,0,4
aa4548,1611703576,KJFK,1611723351,KHHR,AAL3    ,2827,437,3360.0,56.0,0,7
a3c233,1611702879,KJFK,1611711710,KMSP,DAL933  ,1337,392,3539.0,12.0,0,10
a120fe,1611702753,KJFK,1611723045,KLAX,DAL313  ,2052,453,1326.0,30.0,0,8
a825e3,1611702667,KJFK,1611719426,MROC,JBU1793 ,1744,415,642.0,44.0,0,2
aa7974,1611702564,KJFK,1611776212,VHHH,SOO7923 ,3025,445,844.0,92.0,0,1
a997cc,1611701440,KJFK,1611721129,KSEA,DAL307  ,1654,460,817.0,149.0,0,12
869232,1611700329,KJFK,1611749521,RJTT,ANA109  ,1917,316,7223.0,271.0,0,1
4caa33,1611699835,KJFK,1611726993,LIRF,AZA60M  ,3354,399,3951.0,79.0,0,3
a89f80,1611699606,KJFK,1611705088,KDTW,EDV5189 ,1732,544,4120.0,153.0,0,10
abb775,1611699456,KJFK,1611706033,KATL,DAL45   ,2310,468,2939.0,37.0,0,20
a42b45,1611699269,KJFK,1611708237,KMIA,DAL1521 ,2060,392,1906.0,12.0,0,5
a3b808,1611699187,KJFK,1611702787,KBUF,JBU102  ,1889,377,3173.0,174.0,0,16
abff50,1611699103,KJFK,1611702552,KDCA,RPA5762 ,664,277,2353.0,94.0,0,5
ad7ab8,1611697311,KJFK,1611717927,KLAX,JBU1323 ,1981,361,1340.0,30.0,0,8
a3661f,1611696856,KJFK,1611705922,KMIA,AAL1184 ,2999,453,2347.0,28.0,0,5
a1a3cc,1611696736,KJFK,1611705190,KMCO,JBU84   ,1852,392,4314.0,100.0,0,5
ade252,1611695957,KJFK,1611698397,,JBU1537 ,1879,377,,,0,0
ab0463,1611695556,KJFK,1611697480,KBOS,RPA5721 ,1528,453,2997.0,100.0,0,3
a3b4c8,1611695043,KJFK,1611703804,FL35,DAL753  ,941,316,8983.0,597.0,0,9
ab7376,1611694968,KJFK,1611715017,KLAX,DAL309  ,2839,537,1380.0,15.0,0,8
3c6565,1611694809,KJFK,1611720775,EDDF,DLH401  ,2869,422,1206.0,42.0,0,4
a3e5fa,1611694597,KJFK,1611703865,KFLL,DAL693  ,1309,316,4511.0,149.0,0,4
ad5329,1611694010,KJFK,1611695468,,JBU1309 ,2808,483,,,0,0
a3cd58,1611693859,KJFK,1611703102,KMSP,DAL978  ,1568,392,3737.0,10.0,0,10
a299c8,1611693592,KJFK,1611702467,KFLL,JBU1171 ,1594,285,5291.0,202.0,0,4
a43f3c,1611693368,KJFK,1611702778,KRSW,DAL1525 ,1126,338,3083.0,44.0,0,8
a8a0bc,1611693254,KJFK,1611696644,VG43,EJA655  ,1133,422,19865.0,1923.0,0,5
ad4498,1611693196,KJFK,1611700826,KBNA,SDU153  ,1880,316,5337.0,167.0,0,5
a482fc,1611693055,KJFK,1611698319,KRDU,EDV4636 ,662,262,2707.0,73.0,0,6
0d0710,1611693029,KJFK,1611711412,MMMX,AMX409  ,3145,430,4850.0,117.0,0,1
0c6016,1611692931,KJFK,1611696885,,BWA014  ,1300,521,,,0,0
ade9c0,1611692872,KJFK,1611702040,FL35,JBU125  ,1896,300,8452.0,650.0,0,9
ad9712,1611692623,KJFK,1611702289,KRSW,JBU1729 ,1335,338,3295.0,74.0,0,8
0d09ef,1611691748,KJFK,1611710635,MMMX,VIV101  ,2043,430,4819.0,124.0,0,1
a92aca,1611691480,KJFK,1611709959,SKMA,AVA211  ,2301,407,6887.0,243.0,0,2
aded77,1611691055,KJFK,1611698600,,JBU2153 ,1818,361,,,0,0
ab284d,1611689036,KJFK,1611708179,KPHX,AAL658  ,3204,384,1290.0,48.0,0,10
ab879f,1611688726,KJFK,1611699674,TJSJ,DAL1853 ,3500,476,3417.0,81.0,0,1
71c361,1611687536,KJFK,1611783323,KSFO,AAR221  ,2489,415,659.0,41.0,0,5
405f33,1611687348,KJFK,1611709565,EGNX,DHK972  ,3081,491,1617.0,36.0,0,3
4ba949,1611687149,KJFK,1611718770,LTFM,THY4    ,3346,407,8139.0,579.0,0,2
a11d47,1611686129,KJFK,1611704143,SKMA,DAL253  ,2013,468,6993.0,510.0,0,2
abaf1e,1611686050,KJFK,1611687590,,DAL1908 ,3570,498,,,0,0
aca22e,1611685877,KJFK,1611687389,,DAL1855 ,2511,369,,,0,0
86831e,1611685332,KJFK,1611734331,RJTT,JAL5    ,2115,361,8523.0,377.0,0,1
89911d,1611684666,KJFK,1611708567,PANC,CAL5321 ,2537,437,1606.0,76.0,0,14
a8e20f,1611684183,KJFK,1611693767,,DAL644  ,772,308,,,0,0
a3f7b8,1611683754,KJFK,1611690648,KATL,DAL418  ,653,217,2528.0,22.0,0,20
a781d7,1611682847,KJFK,1611684738,,JBU1409 ,2404,407,,,0,0
ad4804,1611682765,KJFK,1611685004,,JBU627  ,2121,392,,,0,0
a144bb,1611682281,KJFK,1611702529,KLAX,DAL326  ,1576,316,1941.0,30.0,0,8
a561fd,1611682150,KJFK,1611684587,,GTI539  ,1092,255,,,0,0
448465,1611682063,KJFK,1611704312,EBLG,FRH522  ,1578,110,6455.0,241.0,0,2
ac89f7,1611681807,KJFK,1611690958,KFLL,JBU2201 ,1973,323,2782.0,65.0,0,4
a79821,1611681489,KJFK,1611683724,,JBU2637 ,2165,384,,,0,0
a3d122,1611681392,KJFK,1611690538,KFLL,DAL1695 ,1038,224,3880.0,126.0,0,4
a0f2f5,1611679982,KJFK,1611683155,MA72,KAP396  ,1616,209,7408.0,968.0,0,3
a45f59,1611679681,KJFK,1611687975,KMCO,DAL1752 ,1221,194,4836.0,115.0,0,7
a3fc58,1611678732,KJFK,1611687860,KMIA,DAL1371 ,1703,331,1876.0,20.0,0,5
ab63d7,1611678604,KJFK,1611680363,,DAL1933 ,1947,277,,,0,0
4bb150,1611678456,KJFK,1611709425,LTBA,THY6698 ,3087,415,870.0,72.0,0,1
ac8d3c,1611677824,KJFK,1611679356,,DAL1905 ,1892,239,,,0,0
a1a458,1611677603,KJFK,1611688550,TJSJ,JBU2003 ,1664,331,2459.0,42.0,0,1
acbf73,1611677226,KJFK,1611678791,KJFK,N920PD  ,10199,19,10289.0,11.0,0,2
ace785,1611677040,KJFK,1611695809,KSEA,ASA160  ,1600,293,2015.0,127.0,0,11
ab4f5d,1611676492,KJFK,1611714517,KLAX,JBU1569 ,1245,308,3087.0,0.0,0,7
86951c,1611676346,KJFK,1611723925,,ANA9    ,3299,430,,,0,0
a8e1f6,1611675154,KJFK,1611693899,MMMX,DAL603  ,1825,300,5371.0,155.0,0,1
ab00d6,1611674945,KJFK,1611684989,,DAL621  ,1277,285,,,0,0
a68c82,1611674194,KJFK,1611688093,02XS,SCX3023 ,2206,270,1500.0,134.0,0,5
a7bbe9,1611673950,KJFK,1611682699,KFLL,JBU501  ,1447,247,4084.0,111.0,0,4
ac75ee,1611673678,KJFK,1611687914,,AAL806  ,1212,247,,,0,0
0c2065,1611672617,KJFK,1611689658,MPMG,CMP875  ,1497,217,11671.0,767.0,0,3
a96577,1611672300,KJFK,1611689261,KSLC,DAL719  ,1499,293,2585.0,98.0,0,3
a5f162,1611672030,KJFK,1611677575,KDTW,EDV4702 ,1342,239,5508.0,291.0,0,10
abf7e2,1611671954,KJFK,1611673889,KBOS,RPA5732 ,623,194,3334.0,62.0,0,3
a825e3,1611671553,KJFK,1611678608,KATL,JBU1919 ,984,209,2321.0,7.0,0,20
ade609,1611671405,KJFK,1611673543,,JBU137  ,1542,209,,,0,0
aba7b0,1611671252,KJFK,1611680128,,DAL1955 ,1504,201,,,0,0
a52e5b,1611671140,KJFK,1611691054,KSMF,ATN3430 ,1518,209,2578.0,67.0,0,18
aae6cd,1611670608,KJFK,1611685493,,AAL2896 ,2073,255,,,0,0
ad8bed,1611670440,KJFK,1611681478,TJSJ,JBU403  ,1498,194,2647.0,42.0,0,1
aa5428,1611670330,KJFK,1611689457,KLAX,AAL1    ,2043,247,3092.0,15.0,0,7
a1acdb,1611670150,KJFK,1611678715,KORD,RPA5725 ,895,209,1444.0,16.0,0,5
ab5993,1611669854,KJFK,1611703129,KJFK,AAL978  ,1613,201,4028.0,178.0,0,1
a95dba,1611669216,KJFK,1611687514,KLAS,DAL325  ,1260,247,1475.0,32.0,0,4
a6152a,1611669135,KJFK,1611673853,KRDU,EDV4804 ,740,224,1570.0,19.0,0,7
a1f794,1611669030,KJFK,1611694948,EDDP,ABX971  ,1273,156,1765.0,4.0,0,6
a1412e,1611668716,KJFK,1611676180,,FDX628  ,748,133,,,0,0
a894f2,1611668658,KJFK,1611677789,KFLL,JBU201  ,1267,201,3706.0,96.0,0,4
a1010c,1611668550,KJFK,1611675768,,FDX442  ,1596,255,,,0,0
a8b8ba,1611668468,KJFK,1611676970,KMCO,JBU83   ,1159,239,5157.0,123.0,0,7
a71aad,1611668371,KJFK,1611675239,KATL,DAL417  ,889,255,2471.0,14.0,0,20
ab1c47,1611668252,KJFK,1611669777,,DAL1917 ,1733,224,,,0,0
a40e1c,1611668092,KJFK,1611675137,KSDF,UPS5517 ,683,194,3472.0,144.0,0,12
abedc8,1611668022,KJFK,1611678508,,AAL1327 ,1477,224,,,0,0
a86605,1611667523,KJFK,1611669059,,JBU409  ,1625,209,,,0,0
ab38a1,1611667384,KJFK,1611668890,,DAL1845 ,1706,201,,,0,0
acfd2c,1611667326,KJFK,1611682979,,AAL496  ,1824,247,,,0,0
a9bf4b,1611667240,KJFK,1611678098,TJSJ,DAL639  ,956,209,2321.0,20.0,0,1
ab4bf7,1611667160,KJFK,1611687329,KLAX,DAL302  ,1799,308,1609.0,15.0,0,8
a1a3a9,1611667080,KJFK,1611676046,,JBU379  ,786,156,,,0,0
a93631,1611667021,KJFK,1611685971,MMMX,DAL625  ,1510,277,5245.0,78.0,0,1
ad60b7,1611666815,KJFK,1611687374,KLAX,JBU323  ,2774,399,3602.0,38.0,0,7
a198ed,1611666710,KJFK,1611678155,,JBU1261 ,737,133,,,0,0
ad8935,1611666614,KJFK,1611672283,KCLT,AAL1444 ,953,247,2809.0,107.0,0,8
a1629d,1611666480,KJFK,1611673916,,FDX869  ,1554,232,,,0,0
a849ab,1611666411,KJFK,1611668638,,JBU2237 ,2165,384,,,0,0
