flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2024-09-24,scheduled,"{'airport': 'Tan Son Nhat International', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'SGN', 'icao': 'VVTS', 'terminal': '2', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:10:00+00:00', 'estimated': '2024-09-24T00:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': '19', 'baggage': '4', 'delay': None, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Asiana Airlines', 'iata': 'OZ', 'icao': 'AAR'}","{'number': '736', 'iata': 'OZ736', 'icao': 'AAR736', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Ninoy Aquino International', 'timezone': 'Asia/Manila', 'iata': 'MNL', 'icao': 'RPLL', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T01:20:00+00:00', 'estimated': '2024-09-24T01:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hangzhou', 'timezone': 'Asia/Shanghai', 'iata': 'HGH', 'icao': 'ZSHC', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T04:20:00+00:00', 'estimated': '2024-09-24T04:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'YTO Cargo Airlines', 'iata': 'YG', 'icao': 'HYT'}","{'number': '9080', 'iata': 'YG9080', 'icao': 'HYT9080', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Soekarno-Hatta International', 'timezone': 'Asia/Jakarta', 'iata': 'CGK', 'icao': 'WIII', 'terminal': '3', 'gate': 'E', 'delay': None, 'scheduled': '2024-09-24T02:05:00+00:00', 'estimated': '2024-09-24T02:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Eltari', 'timezone': 'Asia/Dili', 'iata': 'KOE', 'icao': 'WATT', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:05:00+00:00', 'estimated': '2024-09-24T06:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Citilink', 'iata': 'QG', 'icao': 'CTV'}","{'number': '602', 'iata': 'QG602', 'icao': 'CTV602', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Tolmachevo', 'timezone': 'Asia/Novosibirsk', 'iata': 'OVB', 'icao': 'UNNT', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T02:45:00+00:00', 'estimated': '2024-09-24T02:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Irkutsk', 'timezone': 'Asia/Irkutsk', 'iata': 'IKT', 'icao': 'UIII', 'terminal': 'I', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:05:00+00:00', 'estimated': '2024-09-24T06:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'S7 Airlines', 'iata': 'S7', 'icao': 'SBI'}","{'number': '5227', 'iata': 'S75227', 'icao': 'SBI5227', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Noibai International', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'HAN', 'icao': 'VVNB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T03:50:00+00:00', 'estimated': '2024-09-24T03:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:00:00+00:00', 'estimated': '2024-09-24T10:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Korean Air', 'iata': 'KE', 'icao': 'KAL'}","{'number': '362', 'iata': 'KE362', 'icao': 'KAL362', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Doha International', 'timezone': 'Asia/Qatar', 'iata': 'DOH', 'icao': 'OTHH', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T01:05:00+00:00', 'estimated': '2024-09-24T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Liege Airport', 'timezone': 'Europe/Brussels', 'iata': 'LGG', 'icao': 'EBLG', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:35:00+00:00', 'estimated': '2024-09-24T06:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qatar Airways', 'iata': 'QR', 'icao': 'QTR'}","{'number': '8050', 'iata': 'QR8050', 'icao': 'QTR8050', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Chhatrapati Shivaji International (Sahar International)', 'timezone': 'Asia/Kolkata', 'iata': 'BOM', 'icao': 'VABB', 'terminal': '2', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:40:00+00:00', 'estimated': '2024-09-24T00:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Noibai International', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'HAN', 'icao': 'VVNB', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:10:00+00:00', 'estimated': '2024-09-24T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': None, 'iata': 'A1', 'icao': 'A1'}","{'number': '2910', 'iata': 'A12910', 'icao': 'A12910', 'codeshared': {'airline_name': 'vietjet air', 'airline_iata': 'vj', 'airline_icao': 'vjc', 'flight_number': '910', 'flight_iata': 'vj910', 'flight_icao': 'vjc910'}}",,
2024-09-24,scheduled,"{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T01:55:00+00:00', 'estimated': '2024-09-24T01:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chu-Bu Centrair International (Central Japan International)', 'timezone': 'Asia/Tokyo', 'iata': 'NGO', 'icao': 'RJGG', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T05:50:00+00:00', 'estimated': '2024-09-24T05:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Peach Aviation', 'iata': 'MM', 'icao': 'APJ'}","{'number': '722', 'iata': 'MM722', 'icao': 'APJ722', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': None, 'gate': '13', 'delay': None, 'scheduled': '2024-09-24T08:50:00+00:00', 'estimated': '2024-09-24T08:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dunedin International', 'timezone': 'Pacific/Auckland', 'iata': 'DUD', 'icao': 'NZDN', 'terminal': None, 'gate': '9', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:10:00+00:00', 'estimated': '2024-09-24T10:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '4539', 'iata': 'EY4539', 'icao': 'ETD4539', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '681', 'flight_iata': 'nz681', 'flight_icao': 'anz681'}}",,
2024-09-24,scheduled,"{'airport': 'Changsha', 'timezone': 'Asia/Shanghai', 'iata': 'CSX', 'icao': 'ZGHA', 'terminal': '2', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T07:00:00+00:00', 'estimated': '2024-09-24T07:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Xiamen', 'timezone': 'Asia/Shanghai', 'iata': 'XMN', 'icao': 'ZSAM', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:35:00+00:00', 'estimated': '2024-09-24T08:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Loong Air', 'iata': 'GJ', 'icao': 'CDC'}","{'number': '3762', 'iata': 'GJ3762', 'icao': 'CDC3762', 'codeshared': {'airline_name': 'xiamen airlines', 'airline_iata': 'mf', 'airline_icao': 'cxa', 'flight_number': '8838', 'flight_iata': 'mf8838', 'flight_icao': 'cxa8838'}}",,
2024-09-24,active,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '2', 'gate': '71', 'delay': None, 'scheduled': '2024-09-24T00:40:00+00:00', 'estimated': '2024-09-24T00:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Singapore Changi', 'timezone': 'Asia/Singapore', 'iata': 'SIN', 'icao': 'WSSS', 'terminal': '2', 'gate': 'E12', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:40:00+00:00', 'estimated': '2024-09-24T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'United Airlines', 'iata': 'UA', 'icao': 'UAL'}","{'number': '7991', 'iata': 'UA7991', 'icao': 'UAL7991', 'codeshared': {'airline_name': 'ana', 'airline_iata': 'nh', 'airline_icao': 'ana', 'flight_number': '843', 'flight_iata': 'nh843', 'flight_icao': 'ana843'}}",,
2024-09-24,scheduled,"{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '1', 'gate': 'K', 'delay': None, 'scheduled': '2024-09-24T06:15:00+00:00', 'estimated': '2024-09-24T06:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Ngurah Rai International', 'timezone': 'Asia/Makassar', 'iata': 'DPS', 'icao': 'WADD', 'terminal': 'I', 'gate': None, 'baggage': '5', 'delay': None, 'scheduled': '2024-09-24T10:50:00+00:00', 'estimated': '2024-09-24T10:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '3831', 'iata': 'KL3831', 'icao': 'KLM3831', 'codeshared': {'airline_name': 'jetstar', 'airline_iata': 'jq', 'airline_icao': 'jst', 'flight_number': '39', 'flight_iata': 'jq39', 'flight_icao': 'jst39'}}",,
2024-09-24,scheduled,"{'airport': 'Damascus International Airport', 'timezone': 'Asia/Damascus', 'iata': 'DAM', 'icao': 'OSDI', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:05:00+00:00', 'estimated': '2024-09-24T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Beirut Rafic Hariri Airport', 'timezone': 'Asia/Beirut', 'iata': 'BEY', 'icao': 'OLBA', 'terminal': 'MAIN', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T00:55:00+00:00', 'estimated': '2024-09-24T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Cham Wings Airlines', 'iata': '6Q', 'icao': 'SAW'}","{'number': '201', 'iata': '6Q201', 'icao': 'SAW201', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Canberra', 'timezone': 'Australia/Sydney', 'iata': 'CBR', 'icao': 'YSCB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T07:05:00+00:00', 'estimated': '2024-09-24T07:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:39:00+00:00', 'estimated': '2024-09-24T07:39:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Almaty', 'timezone': 'Asia/Almaty', 'iata': 'ALA', 'icao': 'UAAA', 'terminal': '2', 'gate': 'B45', 'delay': None, 'scheduled': '2024-09-24T00:45:00+00:00', 'estimated': '2024-09-24T00:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Frankfurt International Airport', 'timezone': 'Europe/Berlin', 'iata': 'FRA', 'icao': 'EDDF', 'terminal': '1', 'gate': 'B25A', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T05:50:00+00:00', 'estimated': '2024-09-24T05:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air Astana', 'iata': 'KC', 'icao': 'KZR'}","{'number': '1646', 'iata': 'KC1646', 'icao': 'KZR1646', 'codeshared': {'airline_name': 'lufthansa', 'airline_iata': 'lh', 'airline_icao': 'dlh', 'flight_number': '646', 'flight_iata': 'lh646', 'flight_icao': 'dlh646'}}",,
2024-09-24,scheduled,"{'airport': 'Indira Gandhi International', 'timezone': 'Asia/Kolkata', 'iata': 'DEL', 'icao': 'VIDP', 'terminal': '3', 'gate': '34', 'delay': None, 'scheduled': '2024-09-24T03:35:00+00:00', 'estimated': '2024-09-24T03:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bangalore International Airport', 'timezone': 'Asia/Kolkata', 'iata': 'BLR', 'icao': 'VOBL', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:25:00+00:00', 'estimated': '2024-09-24T06:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air India', 'iata': 'AI', 'icao': 'AIC'}","{'number': '514', 'iata': 'AI514', 'icao': 'AIC514', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'D', 'gate': '22', 'delay': None, 'scheduled': '2024-09-24T06:00:00+00:00', 'estimated': '2024-09-24T06:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:25:00+00:00', 'estimated': '2024-09-24T08:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '7622', 'iata': 'NZ7622', 'icao': 'ANZ7622', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '1251', 'flight_iata': 'qf1251', 'flight_icao': 'qfa1251'}}",,
2024-09-24,scheduled,"{'airport': 'Cairns', 'timezone': 'Australia/Brisbane', 'iata': 'CNS', 'icao': 'YBCS', 'terminal': '2', 'gate': '15', 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Townsville International', 'timezone': 'Australia/Brisbane', 'iata': 'TSV', 'icao': 'YBTL', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:55:00+00:00', 'estimated': '2024-09-24T08:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '7308', 'iata': 'NZ7308', 'icao': 'ANZ7308', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '2347', 'flight_iata': 'qf2347', 'flight_icao': 'qfa2347'}}",,
2024-09-24,scheduled,"{'airport': 'Tan Son Nhat International', 'timezone': 'Asia/Ho_Chi_Minh', 'iata': 'SGN', 'icao': 'VVTS', 'terminal': '2', 'gate': '15', 'delay': None, 'scheduled': '2024-09-24T02:35:00+00:00', 'estimated': '2024-09-24T02:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Guangzhou Baiyun International', 'timezone': 'Asia/Shanghai', 'iata': 'CAN', 'icao': 'ZGGG', 'terminal': '2', 'gate': None, 'baggage': '45', 'delay': None, 'scheduled': '2024-09-24T06:40:00+00:00', 'estimated': '2024-09-24T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Vietnam Airlines', 'iata': 'VN', 'icao': 'HVN'}","{'number': '3558', 'iata': 'VN3558', 'icao': 'HVN3558', 'codeshared': {'airline_name': 'china southern airlines', 'airline_iata': 'cz', 'airline_icao': 'csn', 'flight_number': '6090', 'flight_iata': 'cz6090', 'flight_icao': 'csn6090'}}",,
2024-09-24,scheduled,"{'airport': 'Kunming', 'timezone': 'Asia/Shanghai', 'iata': 'KMG', 'icao': 'ZPPP', 'terminal': None, 'gate': 'J', 'delay': 30, 'scheduled': '2024-09-24T02:30:00+00:00', 'estimated': '2024-09-24T02:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kuala Lumpur International Airport (klia)', 'timezone': 'Asia/Kuala_Lumpur', 'iata': 'KUL', 'icao': 'WMKK', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:25:00+00:00', 'estimated': '2024-09-24T06:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'AirAsia', 'iata': 'AK', 'icao': 'AXM'}","{'number': '104', 'iata': 'AK104', 'icao': 'AXM104', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Arlanda', 'timezone': 'Europe/Stockholm', 'iata': 'ARN', 'icao': 'ESSA', 'terminal': None, 'gate': None, 'delay': 15, 'scheduled': '2024-09-24T00:00:00+00:00', 'estimated': '2024-09-24T00:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Umea', 'timezone': 'Europe/Stockholm', 'iata': 'UME', 'icao': 'ESNU', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T01:14:00+00:00', 'estimated': '2024-09-24T01:14:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Zimex Aviation', 'iata': 'XM', 'icao': 'IMX'}","{'number': '92', 'iata': 'XM92', 'icao': 'IMX92', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Hyderabad Airport', 'timezone': 'Asia/Kolkata', 'iata': 'HYD', 'icao': 'VOHS', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:15:00+00:00', 'estimated': '2024-09-24T00:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Indira Gandhi International', 'timezone': 'Asia/Kolkata', 'iata': 'DEL', 'icao': 'VIDP', 'terminal': 'T3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T02:30:00+00:00', 'estimated': '2024-09-24T02:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Quikjet Cargo Airlines', 'iata': 'QO', 'icao': 'FQA'}","{'number': '311', 'iata': 'QO311', 'icao': 'FQA311', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Indira Gandhi International', 'timezone': 'Asia/Kolkata', 'iata': 'DEL', 'icao': 'VIDP', 'terminal': '3', 'gate': '15', 'delay': 30, 'scheduled': '2024-09-24T01:20:00+00:00', 'estimated': '2024-09-24T01:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Franz Josef Strauss', 'timezone': 'Europe/Berlin', 'iata': 'MUC', 'icao': 'EDDM', 'terminal': '2', 'gate': 'M28', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:05:00+00:00', 'estimated': '2024-09-24T06:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Lufthansa', 'iata': 'LH', 'icao': 'DLH'}","{'number': '763', 'iata': 'LH763', 'icao': 'DLH763', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'King Abdulaziz International', 'timezone': 'Asia/Riyadh', 'iata': 'JED', 'icao': 'OEJN', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T01:00:00+00:00', 'estimated': '2024-09-24T01:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'King Fahd International Airport', 'timezone': 'Asia/Riyadh', 'iata': 'DMM', 'icao': 'OEDF', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T03:10:00+00:00', 'estimated': '2024-09-24T03:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Saudia', 'iata': 'SV', 'icao': 'SVA'}","{'number': '1128', 'iata': 'SV1128', 'icao': 'SVA1128', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Kochi', 'timezone': 'Asia/Tokyo', 'iata': 'KCZ', 'icao': 'RJOK', 'terminal': None, 'gate': '3', 'delay': None, 'scheduled': '2024-09-24T07:40:00+00:00', 'estimated': '2024-09-24T07:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:00:00+00:00', 'estimated': '2024-09-24T09:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '562', 'iata': 'NH562', 'icao': 'ANA562', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Polonia', 'timezone': 'Asia/Jakarta', 'iata': 'KNO', 'icao': 'WIMM', 'terminal': None, 'gate': 'B', 'delay': None, 'scheduled': '2024-09-24T05:00:00+00:00', 'estimated': '2024-09-24T05:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Soekarno-Hatta International', 'timezone': 'Asia/Jakarta', 'iata': 'CGK', 'icao': 'WIII', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:20:00+00:00', 'estimated': '2024-09-24T07:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Citilink', 'iata': 'QG', 'icao': 'CTV'}","{'number': '911', 'iata': 'QG911', 'icao': 'CTV911', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': None, 'gate': '6', 'delay': None, 'scheduled': '2024-09-24T09:10:00+00:00', 'estimated': '2024-09-24T09:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:25:00+00:00', 'estimated': '2024-09-24T10:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '5282', 'iata': 'NZ5282', 'icao': 'ANZ5282', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Gimpo Airport', 'timezone': 'Asia/Seoul', 'iata': 'GMP', 'icao': 'RKSS', 'terminal': 'D', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T06:05:00+00:00', 'estimated': '2024-09-24T06:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Jeju Airport', 'timezone': 'Asia/Seoul', 'iata': 'CJU', 'icao': 'RKPC', 'terminal': 'I', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:15:00+00:00', 'estimated': '2024-09-24T07:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Jin Air', 'iata': 'LJ', 'icao': 'JNA'}","{'number': '501', 'iata': 'LJ501', 'icao': 'JNA501', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'D', 'gate': '41', 'delay': None, 'scheduled': '2024-09-24T08:05:00+00:00', 'estimated': '2024-09-24T08:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': '36', 'baggage': 'D2', 'delay': None, 'scheduled': '2024-09-24T09:40:00+00:00', 'estimated': '2024-09-24T09:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Virgin Australia', 'iata': 'VA', 'icao': 'VOZ'}","{'number': '924', 'iata': 'VA924', 'icao': 'VOZ924', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '35', 'delay': None, 'scheduled': '2024-09-24T11:00:00+00:00', 'estimated': '2024-09-24T11:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Palmerston North', 'timezone': 'Pacific/Auckland', 'iata': 'PMR', 'icao': 'NZPM', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T12:15:00+00:00', 'estimated': '2024-09-24T12:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '5115', 'iata': 'NZ5115', 'icao': 'ANZ5115', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'King Abdulaziz International', 'timezone': 'Asia/Riyadh', 'iata': 'JED', 'icao': 'OEJN', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:15:00+00:00', 'estimated': '2024-09-24T00:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'King Khaled International', 'timezone': 'Asia/Riyadh', 'iata': 'RUH', 'icao': 'OERK', 'terminal': '5', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T01:55:00+00:00', 'estimated': '2024-09-24T01:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Flyadeal', 'iata': 'F3', 'icao': 'FAD'}","{'number': '152', 'iata': 'F3152', 'icao': 'FAD152', 'codeshared': None}",,
