flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2024-09-24,scheduled,"{'airport': 'Cairns', 'timezone': 'Australia/Brisbane', 'iata': 'CNS', 'icao': 'YBCS', 'terminal': 'R', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Lockhart River', 'timezone': 'Australia/Brisbane', 'iata': 'IRG', 'icao': 'YLHR', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:00:00+00:00', 'estimated': '2024-09-24T10:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Hinterland Aviation', 'iata': 'OI', 'icao': 'HND'}","{'number': '181', 'iata': 'OI181', 'icao': 'HND181', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Perth International', 'timezone': 'Australia/Perth', 'iata': 'PER', 'icao': 'YPPH', 'terminal': '1', 'gate': '48B', 'delay': None, 'scheduled': '2024-09-24T06:20:00+00:00', 'estimated': '2024-09-24T06:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Port Hedland', 'timezone': 'Australia/Perth', 'iata': 'PHE', 'icao': 'YPPD', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:25:00+00:00', 'estimated': '2024-09-24T08:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Singapore Airlines', 'iata': 'SQ', 'icao': 'SIA'}","{'number': '6744', 'iata': 'SQ6744', 'icao': 'SIA6744', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '1837', 'flight_iata': 'va1837', 'flight_icao': 'voz1837'}}",,
2024-09-24,scheduled,"{'airport': 'Shanghai', 'timezone': 'Asia/Shanghai', 'iata': 'HFE', 'icao': 'ZSOF', 'terminal': None, 'gate': 'B', 'delay': None, 'scheduled': '2024-09-24T07:00:00+00:00', 'estimated': '2024-09-24T07:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chongqing Jiangbei International', 'timezone': 'Asia/Shanghai', 'iata': 'CKG', 'icao': 'ZUCK', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:10:00+00:00', 'estimated': '2024-09-24T09:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shandong Airlines', 'iata': 'SC', 'icao': 'CDG'}","{'number': '5641', 'iata': 'SC5641', 'icao': 'CDG5641', 'codeshared': {'airline_name': 'air china ltd', 'airline_iata': 'ca', 'airline_icao': 'cca', 'flight_number': '4590', 'flight_iata': 'ca4590', 'flight_icao': 'cca4590'}}",,
2024-09-24,scheduled,"{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '50', 'delay': None, 'scheduled': '2024-09-24T08:30:00+00:00', 'estimated': '2024-09-24T08:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Wanganui', 'timezone': 'Pacific/Auckland', 'iata': 'WAG', 'icao': 'NZWU', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:30:00+00:00', 'estimated': '2024-09-24T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air Chathams', 'iata': 'CV', 'icao': 'CVA'}","{'number': '700', 'iata': 'CV700', 'icao': 'CVA700', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': '38', 'delay': None, 'scheduled': '2024-09-24T06:25:00+00:00', 'estimated': '2024-09-24T06:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '3', 'gate': '6', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Singapore Airlines', 'iata': 'SQ', 'icao': 'SIA'}","{'number': '6842', 'iata': 'SQ6842', 'icao': 'SIA6842', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '802', 'flight_iata': 'va802', 'flight_icao': 'voz802'}}",,
2024-09-24,scheduled,"{'airport': 'Mackay', 'timezone': 'Australia/Brisbane', 'iata': 'MKY', 'icao': 'YBMK', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'D', 'gate': None, 'baggage': 'D01', 'delay': None, 'scheduled': '2024-09-24T09:25:00+00:00', 'estimated': '2024-09-24T09:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '7765', 'iata': 'NZ7765', 'icao': 'ANZ7765', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '985', 'flight_iata': 'qf985', 'flight_icao': 'qfa985'}}",,
2024-09-24,scheduled,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '1', 'gate': '24', 'delay': None, 'scheduled': '2024-09-24T06:15:00+00:00', 'estimated': '2024-09-24T06:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': 'T3G', 'baggage': 'QFR', 'delay': None, 'scheduled': '2024-09-24T07:40:00+00:00', 'estimated': '2024-09-24T07:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Emirates', 'iata': 'EK', 'icao': 'UAE'}","{'number': '5404', 'iata': 'EK5404', 'icao': 'UAE5404', 'codeshared': {'airline_name': 'qantas', 'airline_iata': 'qf', 'airline_icao': 'qfa', 'flight_number': '404', 'flight_iata': 'qf404', 'flight_icao': 'qfa404'}}",,
2024-09-24,scheduled,"{'airport': 'Beijing Capital International', 'timezone': 'Asia/Shanghai', 'iata': 'PEK', 'icao': 'ZBAA', 'terminal': '3', 'gate': 'J,K', 'delay': None, 'scheduled': '2024-09-24T06:55:00+00:00', 'estimated': '2024-09-24T06:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Changsha', 'timezone': 'Asia/Shanghai', 'iata': 'CSX', 'icao': 'ZGHA', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:40:00+00:00', 'estimated': '2024-09-24T09:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '3911', 'iata': 'NZ3911', 'icao': 'ANZ3911', 'codeshared': {'airline_name': 'air china ltd', 'airline_iata': 'ca', 'airline_icao': 'cca', 'flight_number': '1343', 'flight_iata': 'ca1343', 'flight_icao': 'cca1343'}}",,
2024-09-24,scheduled,"{'airport': 'Melbourne - Tullamarine Airport', 'timezone': 'Australia/Melbourne', 'iata': 'MEL', 'icao': 'YMML', 'terminal': '2', 'gate': '8', 'delay': None, 'scheduled': '2024-09-24T05:40:00+00:00', 'estimated': '2024-09-24T05:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Adelaide International Airport', 'timezone': 'Australia/Adelaide', 'iata': 'ADL', 'icao': 'YPAD', 'terminal': '1', 'gate': '22', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T06:40:00+00:00', 'estimated': '2024-09-24T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'JetBlue Airways', 'iata': 'B6', 'icao': 'JBU'}","{'number': '6503', 'iata': 'B66503', 'icao': 'JBU6503', 'codeshared': {'airline_name': 'qatar airways', 'airline_iata': 'qr', 'airline_icao': 'qtr', 'flight_number': '988', 'flight_iata': 'qr988', 'flight_icao': 'qtr988'}}",,
2024-09-24,scheduled,"{'airport': 'Xianyang', 'timezone': 'Asia/Shanghai', 'iata': 'XIY', 'icao': 'ZLXY', 'terminal': '3', 'gate': 'K,L', 'delay': None, 'scheduled': '2024-09-24T06:15:00+00:00', 'estimated': '2024-09-24T06:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dongsheng', 'timezone': 'Asia/Shanghai', 'iata': 'DSN', 'icao': 'ZBDS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T07:45:00+00:00', 'estimated': '2024-09-24T07:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Eastern Airlines', 'iata': 'MU', 'icao': 'CES'}","{'number': '9989', 'iata': 'MU9989', 'icao': 'CES9989', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Horn Island', 'timezone': 'Australia/Brisbane', 'iata': 'HID', 'icao': 'YHID', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Murray Island', 'timezone': 'Australia/Brisbane', 'iata': 'MYI', 'icao': 'YMUI', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:55:00+00:00', 'estimated': '2024-09-24T08:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'FlexFlight', 'iata': 'W2', 'icao': 'FXT'}","{'number': '2305', 'iata': 'W22305', 'icao': 'FXT2305', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Christchurch International', 'timezone': 'Pacific/Auckland', 'iata': 'CHC', 'icao': 'NZCH', 'terminal': None, 'gate': 'D20', 'delay': None, 'scheduled': '2024-09-24T08:30:00+00:00', 'estimated': '2024-09-24T08:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '31', 'baggage': 'DTB2', 'delay': None, 'scheduled': '2024-09-24T09:55:00+00:00', 'estimated': '2024-09-24T09:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '528', 'iata': 'NZ528', 'icao': 'ANZ528', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '2', 'gate': '45', 'delay': None, 'scheduled': '2024-09-24T07:15:00+00:00', 'estimated': '2024-09-24T07:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Adelaide International Airport', 'timezone': 'Australia/Adelaide', 'iata': 'ADL', 'icao': 'YPAD', 'terminal': '1', 'gate': '16', 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:55:00+00:00', 'estimated': '2024-09-24T08:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Etihad Airways', 'iata': 'EY', 'icao': 'ETD'}","{'number': '6457', 'iata': 'EY6457', 'icao': 'ETD6457', 'codeshared': {'airline_name': 'virgin australia', 'airline_iata': 'va', 'airline_icao': 'voz', 'flight_number': '404', 'flight_iata': 'va404', 'flight_icao': 'voz404'}}",,
2024-09-24,scheduled,"{'airport': 'Naha', 'timezone': 'Asia/Tokyo', 'iata': 'OKA', 'icao': 'ROAH', 'terminal': 'D', 'gate': '32', 'delay': None, 'scheduled': '2024-09-24T08:00:00+00:00', 'estimated': '2024-09-24T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T10:25:00+00:00', 'estimated': '2024-09-24T10:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '460', 'iata': 'NH460', 'icao': 'ANA460', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Xiamen', 'timezone': 'Asia/Shanghai', 'iata': 'XMN', 'icao': 'ZSAM', 'terminal': '4', 'gate': '65', 'delay': None, 'scheduled': '2024-09-24T06:55:00+00:00', 'estimated': '2024-09-24T06:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hangzhou', 'timezone': 'Asia/Shanghai', 'iata': 'HGH', 'icao': 'ZSHC', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T08:25:00+00:00', 'estimated': '2024-09-24T08:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air China LTD', 'iata': 'CA', 'icao': 'CCA'}","{'number': '4633', 'iata': 'CA4633', 'icao': 'CCA4633', 'codeshared': {'airline_name': 'shandong airlines', 'airline_iata': 'sc', 'airline_icao': 'cdg', 'flight_number': '2111', 'flight_iata': 'sc2111', 'flight_icao': 'cdg2111'}}",,
2024-09-24,scheduled,"{'airport': 'King Khaled International', 'timezone': 'Asia/Riyadh', 'iata': 'RUH', 'icao': 'OERK', 'terminal': '5', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T00:10:00+00:00', 'estimated': '2024-09-24T00:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Abha', 'timezone': 'Asia/Riyadh', 'iata': 'AHB', 'icao': 'OEAB', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T01:50:00+00:00', 'estimated': '2024-09-24T01:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'flynas', 'iata': 'XY', 'icao': 'KNE'}","{'number': '87', 'iata': 'XY87', 'icao': 'KNE87', 'codeshared': None}",,
2024-09-24,scheduled,"{'airport': 'Gimhae', 'timezone': 'Asia/Seoul', 'iata': 'PUS', 'icao': 'RKPK', 'terminal': 'I', 'gate': None, 'delay': None, 'scheduled': '2024-09-24T07:35:00+00:00', 'estimated': '2024-09-24T07:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Narita International Airport', 'timezone': 'Asia/Tokyo', 'iata': 'NRT', 'icao': 'RJAA', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-24T09:35:00+00:00', 'estimated': '2024-09-24T09:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Korean Air', 'iata': 'KE', 'icao': 'KAL'}","{'number': '5083', 'iata': 'KE5083', 'icao': 'KAL5083', 'codeshared': {'airline_name': 'jin air', 'airline_iata': 'lj', 'airline_icao': 'jna', 'flight_number': '221', 'flight_iata': 'lj221', 'flight_icao': 'jna221'}}",,
