icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a849ab,1672670829,KJFK,1672685429,TBPB,JBU361  ,2449,110,459.0,5.0,0,0
addadb,1672670596,KJFK,1672684363,TNCA,JBU1457 ,2233,64,4217.0,149.0,0,0
a9ab07,1672670376,KJFK,1672679247,KMIA,AAL449  ,2233,110,4328.0,89.0,0,5
ab4bf7,1672670124,KJFK,1672687165,KDEN,DAL2895 ,1890,110,7642.0,272.0,0,21
a6c88a,1672670042,KJFK,1672687709,MMMX,DAL625  ,2109,95,794.0,96.0,0,1
a2925a,1672669830,KJFK,1672676841,KBNA,JBU1073 ,2126,79,2199.0,45.0,0,5
0c20bd,1672669742,KJFK,1672686908,MPTO,CMP803  ,1912,64,9941.0,362.0,0,3
a1373d,1672669607,KJFK,1672689527,KLAX,DAL1045 ,1847,26,1498.0,15.0,0,8
a37eb0,1672669524,KJFK,1672675212,TXKF,AAL1289 ,1999,49,191.0,79.0,0,0
a1d096,1672669432,KJFK,1672673959,,JBU1273 ,1740,41,,,0,0
a02c40,1672669353,KJFK,1672691115,KSFO,AAL179  ,1962,56,2019.0,79.0,0,5
a3373a,1672669284,KJFK,1672676994,KORD,AAL2819 ,1976,56,2813.0,29.0,0,5
a7de93,1672669206,KJFK,1672673488,KRDU,EDV5078 ,2731,26,2433.0,48.0,0,6
a65454,1672669132,KJFK,1672687456,KLAS,DAL1467 ,2222,110,2481.0,9.0,0,4
ab6800,1672669037,KJFK,1672676775,KMCO,JBU583  ,2106,95,3514.0,29.0,0,5
a062ec,1672668943,KJFK,1672674462,KDTW,DAL2733 ,1736,110,6187.0,207.0,0,9
a1c1c7,1672668168,KJFK,1672675303,KJAX,RPA5695 ,1797,49,11220.0,448.0,0,5
a07f46,1672668082,KJFK,1672678589,KMSY,DAL1486 ,1625,79,292.0,54.0,0,5
ab92c4,1672668002,KJFK,1672678614,MDSI,DAL1917 ,2743,41,13537.0,827.0,0,4
a194aa,1672667732,KJFK,1672679189,TJSJ,JBU503  ,1666,133,4687.0,164.0,0,1
a01f13,1672667363,KJFK,1672680382,KAUS,DAL659  ,1735,87,3052.0,124.0,0,6
a96577,1672667275,KJFK,1672673717,KATL,DAL863  ,1874,79,2148.0,38.0,0,21
a9a901,1672667194,KJFK,1672687042,KSAN,DAL350  ,2885,163,7404.0,391.0,0,9
ac1466,1672667066,KJFK,1672675317,,DAL621  ,2452,125,,,0,0
aba281,1672666990,KJFK,1672679742,KAUS,AAL2813 ,2304,148,2238.0,78.0,0,6
a939e8,1672666870,KJFK,1672676747,,DAL1547 ,2255,140,,,0,0
ad6bdc,1672666726,KJFK,1672672612,GA35,JBU841  ,1761,95,12196.0,1065.0,0,6
ade252,1672666620,KJFK,1672686552,KLAS,JBU189  ,2395,110,1521.0,32.0,0,4
ab83e8,1672666533,KJFK,1672677086,,DAL1845 ,2392,133,,,0,0
4079cd,1672666410,KJFK,1672687660,EGLL,VIR26Q  ,2147,79,2996.0,10.0,0,5
a1b2a8,1672666335,KJFK,1672676993,MDSI,JBU1109 ,2165,95,7254.0,446.0,0,3
ac45ac,1672666270,KJFK,1672673758,,DAL1955 ,2592,148,,,0,0
a72f22,1672666203,KJFK,1672672439,,JBU5    ,2197,72,,,0,0
ab4f5d,1672665900,KJFK,1672674357,KTPA,JBU125  ,1456,117,4060.0,68.0,0,8
acd838,1672665810,KJFK,1672677899,KDFW,AAL2234 ,2370,72,3710.0,142.0,0,23
a198ed,1672665750,KJFK,1672674798,KFLL,JBU601  ,2123,117,4051.0,81.0,0,4
8990a0,1672665642,KJFK,1672692677,PANC,CAL5321 ,2638,56,275.0,266.0,0,16
acb10a,1672665464,KJFK,1672676561,TJSJ,DAL639  ,1957,64,5078.0,164.0,0,1
a73dfe,1672665163,KJFK,1672671839,KATL,JBU519  ,1541,64,2634.0,7.0,0,20
ac4d1a,1672664979,KJFK,1672679747,TNCA,DAL613  ,2230,56,1967.0,19.0,0,0
a32bf3,1672664733,KJFK,1672673077,KMIA,AAL1610 ,1990,64,4079.0,66.0,0,5
a3396b,1672664646,KJFK,1672676452,3TX2,ATN3484 ,1798,140,3668.0,303.0,0,44
a07228,1672664357,KJFK,1672667794,KDCA,RPA4500 ,1635,79,3716.0,94.0,0,4
aacf19,1672664274,KJFK,1672685293,KBUR,JBU459  ,2150,102,1285.0,8.0,0,4
a04dfa,1672664203,KJFK,1672671745,KMCO,DAL812  ,1820,79,6651.0,168.0,0,8
a491f1,1672664134,KJFK,1672673226,KRSW,DAL1516 ,2229,125,10591.0,1179.0,0,5
a168f5,1672664065,KJFK,1672669273,KPVG,JBU285  ,1946,87,14090.0,1410.0,0,9
0d0acd,1672664011,KJFK,1672682096,MMMX,AMX405  ,2631,34,247.0,119.0,0,1
a4463e,1672663925,KJFK,1672672308,KFLL,DAL1272 ,2090,79,6172.0,187.0,0,4
ab23b5,1672663820,KJFK,1672672854,KMIA,DAL2202 ,2329,72,3176.0,28.0,0,5
aab2bf,1672663729,KJFK,1672671747,FD38,JBU1053 ,1693,79,7864.0,710.0,0,7
ad5329,1672663680,KJFK,1672672461,,JBU751  ,2619,140,,,0,0
a7b0c4,1672663616,KJFK,1672672558,KMIA,JBU2293 ,1875,95,3799.0,58.0,0,5
accb2b,1672663546,KJFK,1672685089,KSFO,ASA186  ,1690,117,973.0,11.0,0,5
ad2095,1672663485,KJFK,1672672018,,JBU1691 ,2104,79,,,0,0
a023a5,1672663380,KJFK,1672684282,KLAX,AAL1    ,2339,156,2848.0,0.0,0,7
a1a0c4,1672663298,KJFK,1672670785,,JBU779  ,2338,87,,,0,0
a5521c,1672663221,KJFK,1672684091,KSEA,ASA7    ,2324,79,798.0,28.0,0,12
a3cd58,1672663143,KJFK,1672671342,KTPA,DAL1385 ,1821,95,7037.0,182.0,0,8
a0f4a2,1672663016,KJFK,1672684379,KSFO,DAL487  ,1537,64,1851.0,64.0,0,5
a7bfa0,1672662889,KJFK,1672672309,KFLL,JBU2329 ,2122,87,1559.0,25.0,0,4
a35af8,1672662606,KJFK,1672676728,,AAL2237 ,2006,87,,,0,0
ac01d3,1672662253,KJFK,1672680148,KPHX,DAL707  ,2509,102,1168.0,25.0,0,10
a14c29,1672662152,KJFK,1672682883,KHHR,DAL1085 ,1875,56,3190.0,109.0,0,7
a7f6f6,1672662083,KJFK,1672669191,KJAX,JBU677  ,1871,133,8410.0,303.0,0,6
ad9e73,1672662017,KJFK,1672680595,KLAS,JBU1611 ,2547,102,2039.0,47.0,0,4
adafb5,1672661933,KJFK,1672675667,,JBU149  ,1913,110,,,0,0
a37335,1672661852,KJFK,1672672853,KMSP,DAL557  ,1847,72,386.0,65.0,0,9
a3b8e1,1672661786,KJFK,1672672816,MDBG,AAL2443 ,1975,79,9754.0,1004.0,0,2
aaffed,1672661720,KJFK,1672682364,KSEA,DAL308  ,3262,64,331.0,28.0,0,12
0c6061,1672661642,KJFK,1672675919,,BWA521  ,2246,26,,,0,0
a654cb,1672661568,KJFK,1672675152,TNCA,JBU1057 ,1770,64,3432.0,88.0,0,0
ad6ec6,1672661509,KJFK,1672692482,KDFW,AAL1349 ,2600,41,4730.0,195.0,0,22
ad1927,1672661330,KJFK,1672667167,,JBU787  ,2050,102,,,0,0
a38d8f,1672661254,KJFK,1672670039,,AAL1327 ,2698,11,,,0,0
a33741,1672661177,KJFK,1672669618,KMIA,AAL1032 ,1913,64,4300.0,81.0,0,5
4d0101,1672661057,KJFK,1672683811,ELLX,CLX61J  ,2180,18,1182.0,94.0,0,2
a9c5c5,1672660976,KJFK,1672669526,KFLL,JBU1    ,2023,102,4749.0,119.0,0,4
ab34a6,1672660911,KJFK,1672678997,SKBO,AVA021  ,1955,64,722.0,117.0,0,2
a7e5c1,1672660435,KJFK,1672668957,KTPA,JBU2425 ,2160,79,4476.0,91.0,0,8
a1bc29,1672660248,KJFK,1672671238,TJSJ,JBU1603 ,2161,110,4209.0,164.0,0,1
a83876,1672660118,KJFK,1672670917,,JBU935  ,2074,79,,,0,0
a74871,1672660033,KJFK,1672666137,KCVG,ATN3401 ,2279,323,1643.0,36.0,0,12
adbaca,1672659855,KJFK,1672681247,KSFO,JBU15   ,2220,95,1952.0,41.0,0,5
a3adb9,1672659786,KJFK,1672678259,KPHX,AAL1487 ,2489,56,783.0,33.0,0,10
a2033a,1672659587,KJFK,1672663459,KBUF,JBU2802 ,1651,72,394.0,46.0,0,15
a2b26b,1672659254,KJFK,1672661675,KBOS,JBU518  ,1447,102,1862.0,16.0,0,3
ad3872,1672659138,KJFK,1672662597,,AVA043  ,2262,87,,,0,0
a98f6a,1672659073,KJFK,1672669979,MBPV,JBU255  ,1914,72,881.0,73.0,0,1
adf128,1672659016,KJFK,1672669251,,JBU137  ,2324,117,,,0,0
a417c9,1672658843,KJFK,1672676309,KU42,DAL354  ,2383,140,3484.0,721.0,0,4
a3ca01,1672658391,KJFK,1672666825,KMIA,AAL419  ,2156,72,3361.0,35.0,0,5
a011ac,1672658325,KJFK,1672662949,KCLT,AAL2643 ,2322,117,13949.0,1638.0,0,8
a44533,1672657872,KJFK,1672664477,KATL,DAL424  ,2255,64,2382.0,23.0,0,20
a7de53,1672657536,KJFK,1672661393,,JBU121  ,2116,79,,,0,0
a70f11,1672657481,KJFK,1672665523,KF45,JBU1953 ,1726,87,7348.0,694.0,0,8
a1a0a1,1672656428,KJFK,1672666015,,JBU209  ,2310,102,,,0,0
a19d0d,1672655704,KJFK,1672666409,MDBG,JBU869  ,2286,102,11712.0,1027.0,0,1
a262a6,1672655113,KJFK,1672663018,,AVA065  ,1514,72,,,0,0
a1a832,1672654870,KJFK,1672665684,TJBQ,JBU2539 ,1939,72,11964.0,506.0,0,1
a898a9,1672654428,KJFK,1672661386,,JBU1213 ,2039,72,,,0,0
aa0559,1672654314,KJFK,1672660339,KCVG,CKS837  ,1862,64,2117.0,16.0,0,12
a1a458,1672651611,KJFK,1672661821,,JBU1537 ,2081,87,,,0,0
71bc19,1672650974,KJFK,1672673098,EBBR,AAR587  ,2277,110,606.0,78.0,0,3
aaee43,1672648323,KJFK,1672671705,LFPG,DAL264  ,2155,201,3351.0,40.0,0,8
a4f2ee,1672647424,KJFK,1672655008,KORD,QFA7554 ,2738,56,1517.0,37.0,0,5
a92650,1672646825,KJFK,1672655328,,TAI567  ,2199,87,,,0,0
a8453e,1672644220,KJFK,1672667462,MGGT,TAI571  ,2039,87,8803.0,288.0,0,0
0c20b4,1672643296,KJFK,1672660307,MPTO,CMP4817 ,2034,102,10128.0,362.0,0,3
a682f2,1672643132,KJFK,1672659566,,AVA207  ,2331,72,,,0,0
aa4548,1672641392,KJFK,1672684870,OTHH,AAL120  ,2278,49,2664.0,56.0,0,1
a6ec65,1672640154,KJFK,1672673807,MGGT,VOC5185 ,2516,133,2160.0,69.0,0,0
0c2065,1672639779,KJFK,1672655976,MPTO,CMP807  ,1848,72,10593.0,385.0,0,3
a9f655,1672639462,KJFK,1672672559,SPJC,GLG7393 ,2219,72,9065.0,346.0,0,5
71c007,1672639336,KJFK,1672694902,RKSI,KAL086  ,2744,41,7069.0,153.0,0,1
4ba9e5,1672638532,KJFK,1672670026,,THY12   ,2396,95,,,0,0
0c605f,1672638438,KJFK,1672654919,,BWA527  ,2765,72,,,0,0
a2925a,1672638334,KJFK,1672642937,,JBU2773 ,1896,79,,,0,0
aafca8,1672638270,KJFK,1672649527,TJBQ,JBU839  ,2201,140,12006.0,529.0,0,1
3949f8,1672638139,KJFK,1672660477,LFPG,AFR009  ,2049,163,5667.0,2.0,0,8
0d0b44,1672637748,KJFK,1672665742,,VOI895  ,1871,140,,,0,0
ab58b2,1672637410,KJFK,1672643893,KATL,DAL898  ,3251,140,2195.0,15.0,0,20
ad8fa4,1672636910,KJFK,1672646872,,JBU509  ,2180,102,,,0,0
7380c6,1672636655,KJFK,1672671745,LLBG,ELY008  ,2843,56,6246.0,164.0,0,4
acbf73,1672636361,KJFK,1672638425,KJFK,N920PD  ,10629,34,9539.0,49.0,0,2
a168f5,1672636125,KJFK,1672639677,KROC,JBU486  ,1598,110,958.0,33.0,0,13
ade609,1672636039,KJFK,1672647688,TJSJ,JBU403  ,2157,110,4319.0,142.0,0,1
394a0b,1672635698,KJFK,1672658187,LFPG,AFR017  ,1852,95,5950.0,32.0,0,8
a976c7,1672635615,KJFK,1672645589,,JBU237  ,1961,87,,,0,0
4843f2,1672635490,KJFK,1672657520,EHAM,KLM644  ,2188,125,5902.0,27.0,0,0
a87c4f,1672635160,KJFK,1672644140,KFMY,JBU2129 ,2006,102,14968.0,665.0,0,5
ab4f5d,1672635075,KJFK,1672637129,KBOS,JBU2318 ,1546,64,6718.0,275.0,0,3
ad0375,1672634862,KJFK,1672653205,SKBO,AVA245  ,1913,72,6654.0,164.0,0,2
aa86cc,1672634502,KJFK,1672670367,LLBG,AAL146  ,2909,186,7384.0,240.0,0,4
a01f13,1672634319,KJFK,1672636376,KBOS,DAL679  ,1706,148,5874.0,230.0,0,2
34718d,1672634048,KJFK,1672658409,LEBL,IBE2628 ,2960,64,1962.0,102.0,0,1
406a35,1672633927,KJFK,1672656486,EGLL,BAW18A  ,2792,125,2581.0,12.0,0,5
abbee3,1672633714,KJFK,1672658428,EDDF,DAL106  ,2486,156,821.0,49.0,0,4
4075b4,1672633590,KJFK,1672655331,EGLL,VIR10H  ,1958,117,2499.0,5.0,0,5
a7167f,1672633255,KJFK,1672636676,,JBU1759 ,2143,72,,,0,0
a9961b,1672632866,KJFK,1672664337,SBMT,AAL951  ,2383,72,4669.0,840.0,0,2
a83e86,1672632301,KJFK,1672644305,TJPS,JBU745  ,2209,125,22108.0,2421.0,0,1
495308,1672632210,KJFK,1672653493,LPPT,TAP210  ,2373,140,2145.0,91.0,0,4
a19910,1672632080,KJFK,1672642447,,JBU637  ,2202,95,,,0,0
48ae00,1672631957,KJFK,1672658148,EPWA,LOT2LY  ,2522,49,1613.0,18.0,0,1
461f08,1672631663,KJFK,1672658273,EFHK,FIN16   ,3029,102,826.0,39.0,0,2
a37df6,1672631537,KJFK,1672638028,KATL,JBU319  ,1892,95,2064.0,38.0,0,21
a87898,1672631294,KJFK,1672638799,KJAX,JBU1277 ,2128,87,8613.0,341.0,0,7
896199,1672631133,KJFK,1672655609,LIMC,UAE5RQ  ,3130,133,457.0,157.0,0,4
a2d27c,1672630876,KJFK,1672633152,VT03,JBU234  ,1515,102,4682.0,1722.0,0,4
a9ddb0,1672630776,KJFK,1672652609,EGLL,AAL104  ,2647,148,2519.0,12.0,0,5
a1d096,1672630565,KJFK,1672633168,KSYR,JBU2516 ,1765,178,3882.0,145.0,0,12
a3b808,1672630500,KJFK,1672634226,KBUF,JBU102  ,1777,102,355.0,31.0,0,15
ad444d,1672630419,KJFK,1672640833,,JBU2437 ,2061,87,,,0,0
a57362,1672630310,KJFK,1672656084,PANC,GTI8795 ,3632,171,628.0,327.0,1,14
a854d0,1672630044,KJFK,1672640334,06MO,JBU2221 ,2115,95,6763.0,470.0,0,22
495269,1672629966,KJFK,1672646536,LPPD,RZO2246 ,2176,87,284.0,124.0,0,0
e80241,1672629843,KJFK,1672638612,KMIA,LAE2516 ,1798,133,9003.0,309.0,0,8
ab6c08,1672629663,KJFK,1672652422,EGLL,DAL3    ,2165,117,2518.0,12.0,0,5
a21f94,1672629577,KJFK,1672640067,KMSP,JBU617  ,1959,87,531.0,42.0,0,9
a80d40,1672629500,KJFK,1672636615,,JBU2159 ,2246,125,,,0,0
a928da,1672629485,KJFK,1672630452,KLDJ,N69F    ,5773,148,550.0,23.0,1,5
e8022a,1672629393,KJFK,1672654987,SPOL,LPE2691 ,2171,163,10410.0,339.0,0,4
4ca87d,1672629290,KJFK,1672656453,LIRF,ITY6KC  ,2317,133,3732.0,42.0,0,3
aabf80,1672628947,KJFK,1672665049,SAEZ,AAL953  ,2460,133,1852.0,63.0,0,5
a7b0c4,1672628754,KJFK,1672639137,,JBU2309 ,2294,102,,,0,0
aab2bf,1672628580,KJFK,1672638431,,JBU627  ,2446,140,,,0,0
a8aef3,1672628486,KJFK,1672635988,KMCO,JBU2583 ,1978,87,1738.0,74.0,0,5
aae6d5,1672628392,KJFK,1672662015,SBMT,DAL227  ,2467,148,4362.0,771.0,0,2
acbf73,1672628339,KJFK,1672634189,KJFK,N920PD  ,10769,56,9915.0,3.0,0,2
4caaf1,1672628269,KJFK,1672648816,EIDW,EIN106  ,2830,140,298.0,43.0,0,4
3965a3,1672628185,KJFK,1672651026,LFPG,AFR011  ,2170,186,6003.0,48.0,0,8
06a12e,1672628088,KJFK,1672670538,OTHH,QTR48W  ,2333,125,1730.0,110.0,0,1
ab7376,1672627984,KJFK,1672648078,EIDW,DAL44   ,2087,110,296.0,20.0,0,4
89659b,1672627855,KJFK,1672671023,OMAM,ETD47N  ,2601,140,17910.0,1226.0,0,1
a79821,1672627779,KJFK,1672636199,KFLL,JBU1701 ,1982,117,4069.0,88.0,0,4
a3e94e,1672627716,KJFK,1672629868,KBOS,JBU918  ,1432,117,7048.0,306.0,0,2
a13391,1672627635,KJFK,1672652616,EKCH,DAL218  ,1978,133,1652.0,93.0,0,0
4006c2,1672627505,KJFK,1672649005,EGKR,BAW2272 ,1947,79,6592.0,305.0,0,2
a1bc29,1672627428,KJFK,1672630704,KROC,1186    ,1959,171,641.0,33.0,0,12
3c4593,1672627274,KJFK,1672650705,EDDF,BOX453  ,2617,156,2743.0,11.0,0,5
4077d3,1672627134,KJFK,1672648017,EGLL,VIR138M ,1974,125,2464.0,28.0,0,5
3455d5,1672627067,KJFK,1672649627,LEMD,IBE6252 ,2601,95,1075.0,113.0,0,3
a84d62,1672626884,KJFK,1672647209,KRNO,JBU81   ,2017,110,1242.0,19.0,0,4
ad56e0,1672626716,KJFK,1672638378,TJSJ,JBU1903 ,2430,163,4266.0,134.0,0,1
4b1887,1672626535,KJFK,1672651199,LSZH,SWR84L  ,2645,117,957.0,81.0,0,7
a07f60,1672626275,KJFK,1672628982,,EDV5397 ,1402,148,,,0,0
a38237,1672626235,KJFK,1672628930,KSYR,EDV5190 ,2771,110,2733.0,85.0,0,12
a16273,1672626064,KJFK,1672646997,EGPH,DAL208  ,2485,186,1285.0,35.0,0,1
406b0a,1672625945,KJFK,1672647913,EGLL,BAW172  ,2505,209,3281.0,66.0,0,5
780a3f,1672625853,KJFK,1672630881,CYYZ,CPA3195 ,2755,110,230.0,13.0,0,4
adb35c,1672625668,KJFK,1672644749,KLAS,JBU1211 ,2359,156,1366.0,21.0,0,4
a4bef6,1672625592,KJFK,1672647603,EGLL,JBU7    ,1920,178,2385.0,20.0,0,5
a34bdc,1672625533,KJFK,1672628859,KROC,EDV4975 ,1937,117,638.0,25.0,0,12
a39113,1672625472,KJFK,1672628126,KPWM,EDV4767 ,1273,117,26244.0,594.0,0,1
ad7ab8,1672625427,KJFK,1672647262,KSFO,JBU815  ,2446,163,758.0,11.0,0,5
4ca87c,1672625287,KJFK,1672651537,LIMC,ITY605  ,2310,110,786.0,180.0,0,4
ab4ba6,1672625146,KJFK,1672637309,TJSJ,JBU203  ,2033,133,4522.0,142.0,0,1
a8a017,1672625030,KJFK,1672633987,KTPA,JBU225  ,1995,102,1578.0,68.0,0,7
ab5365,1672624931,KJFK,1672649129,LSZH,DAL52   ,2398,125,799.0,73.0,0,7
4ba949,1672624819,KJFK,1672656706,LTFM,THY2    ,2901,102,23178.0,670.0,0,0
346181,1672624725,KJFK,1672646758,LEMD,AEA092  ,2759,79,234.0,113.0,0,3
a38d36,1672624660,KJFK,1672632299,KF45,DAL2900 ,1870,148,8228.0,740.0,0,8
acca19,1672624605,KJFK,1672646304,KSFO,JBU2915 ,2614,156,1982.0,26.0,0,5
a4034f,1672624515,KJFK,1672636341,KDFW,JBU809  ,1915,87,4284.0,127.0,0,22
aa7833,1672624452,KJFK,1672639498,KDEN,DAL1492 ,2561,156,5688.0,112.0,0,20
76cd76,1672624255,KJFK,1672647747,EDDF,SIA25   ,3151,117,1800.0,10.0,0,5
a0275c,1672624034,KJFK,1672644352,KLAX,AAL185  ,1939,72,2556.0,22.0,0,7
ab5975,1672623875,KJFK,1672648829,LIMC,DAL172  ,2544,163,555.0,157.0,0,4
a9b9e3,1672623716,KJFK,1672645648,EGLL,AAL106  ,2479,156,2504.0,35.0,0,5
ace175,1672623578,KJFK,1672645529,KSFO,ASA479  ,2272,140,1543.0,11.0,0,5
a1286c,1672623483,KJFK,1672649029,ESSA,DAL204  ,2257,133,311.0,11.0,0,0
02013c,1672623381,KJFK,1672645469,GMMN,RAM201N ,2822,125,1681.0,100.0,0,1
a1863b,1672623183,KJFK,1672647016,LEBL,DAL168  ,2441,148,1111.0,87.0,0,1
ac7b1b,1672623106,KJFK,1672643377,KONT,JBU355  ,2357,156,2233.0,55.0,0,6
ab9de9,1672623015,KJFK,1672643802,KPDX,DAL2656 ,3138,140,1548.0,59.0,0,23
400684,1672622836,KJFK,1672645013,EGLL,BAW116  ,2015,125,2508.0,35.0,0,5
ab120b,1672622767,KJFK,1672649355,LIRF,DAL152  ,2089,133,3684.0,49.0,0,3
ab6851,1672622699,KJFK,1672645820,LFPG,DAL262  ,2652,201,5895.0,55.0,0,8
ad6f93,1672622613,KJFK,1672630614,KMCO,JBU1183 ,2422,186,2617.0,82.0,0,6
ad846f,1672622523,KJFK,1672637651,KDEN,JBU97   ,2758,217,5245.0,112.0,0,18
ac6364,1672622334,KJFK,1672632706,,DAL1975 ,2348,140,,,0,0
ab6800,1672622261,KJFK,1672641839,KPSP,JBU1849 ,2546,255,2206.0,90.0,0,1
a9e167,1672622126,KJFK,1672673953,VIDP,AAL292  ,3603,255,2955.0,53.0,1,1
a12fda,1672622043,KJFK,1672643087,LPPT,DAL272  ,2377,171,2145.0,83.0,0,4
aac7ab,1672621977,KJFK,1672643189,CYVR,JBU1975 ,2495,171,1035.0,34.0,0,3
adc9fb,1672621867,KJFK,1672626996,KCMH,EJM401  ,861,79,1853.0,12.0,0,13
a19a48,1672621795,KJFK,1672624222,KBOS,RPA5787 ,1754,148,8012.0,367.0,0,2
ab4fae,1672621676,KJFK,1672644484,EGLL,DAL1    ,2488,163,2469.0,35.0,0,5
a04695,1672621497,KJFK,1672629354,KMCO,DAL1515 ,2188,201,2664.0,90.0,0,6
a3c259,1672621402,KJFK,1672625579,KRDU,EDV4894 ,1917,87,2604.0,18.0,0,6
a13af4,1672621286,KJFK,1672642049,KLAX,DAL1028 ,2524,148,1766.0,76.0,0,8
4005bf,1672621048,KJFK,1672642552,EGLL,BAW176A ,2417,117,3319.0,89.0,0,5
a3373a,1672620975,KJFK,1672637472,MMMX,AAL2995 ,2357,140,8079.0,254.0,0,1
aacf19,1672620898,KJFK,1672638551,KU42,JBU71   ,2147,148,3772.0,767.0,0,4
a4c2ad,1672620853,KJFK,1672642850,EGKR,JBU43   ,3246,285,6583.0,313.0,0,2
a44240,1672620767,KJFK,1672627098,KATL,DAL684  ,2270,133,2485.0,53.0,0,20
a557fe,1672620695,KJFK,1672624227,KDCA,RPA4781 ,1725,148,3346.0,109.0,0,4
ac91d4,1672620644,KJFK,1672625632,KCLT,AAL2038 ,2312,171,6775.0,206.0,0,6
4cc52b,1672620547,KJFK,1672637952,BIKF,ICE614  ,9539,902,1019.0,199.0,0,0
4b187e,1672620530,KJFK,1672645666,LSGG,SWR78B  ,2303,171,2473.0,49.0,0,3
a04641,1672620406,KJFK,1672640639,KLAX,AAL300  ,2625,194,2504.0,30.0,0,7
a23844,1672620337,KJFK,1672627858,KORD,RPA5752 ,1881,148,1495.0,37.0,0,5
a1584a,1672620282,KJFK,1672627223,KBNA,EDV4709 ,2067,117,2222.0,22.0,0,5
a194aa,1672620230,KJFK,1672628189,KMCO,JBU283  ,2490,201,3341.0,14.0,0,7
a299c8,1672619934,KJFK,1672622333,KBOS,JBU1118 ,1774,209,7816.0,352.0,0,2
a18284,1672619836,KJFK,1672643055,EBBR,DAL140  ,1988,110,1784.0,17.0,0,3
a17b16,1672619774,KJFK,1672642486,LEMD,DAL126  ,2951,300,112.0,98.0,0,3
aac337,1672619663,KJFK,1672641718,LEMD,AAL94   ,2161,117,513.0,113.0,0,3
ad0074,1672619576,KJFK,1672640619,KLAX,JBU2723 ,2698,178,1797.0,76.0,0,8
ac89f7,1672619485,KJFK,1672641168,KSMF,JBU161  ,2434,217,4798.0,197.0,0,20
394a00,1672619381,KJFK,1672641699,LFPG,AFR007  ,3146,384,2245.0,32.0,0,8
add4a0,1672619284,KJFK,1672631667,KHOU,N990WJ  ,1395,171,6891.0,344.0,0,8
acddf8,1672619219,KJFK,1672624476,KDTW,EDV4654 ,1932,133,5137.0,199.0,0,8
aace5c,1672619110,KJFK,1672642467,LEBL,AAL66   ,1700,194,1152.0,95.0,0,1
accd69,1672619057,KJFK,1672629419,,DAL1943 ,2320,156,,,0,0
acacfb,1672618989,KJFK,1672620439,KWST,CNS19   ,2535,331,13264.0,2246.0,1,5
407c5a,1672618948,KJFK,1672640417,EGNX,DHK361  ,1954,148,1042.0,21.0,0,3
a32814,1672618885,KJFK,1672625212,KIND,EDV5041 ,1892,125,2130.0,39.0,0,27
a654cb,1672618833,KJFK,1672633392,,JBU947  ,2569,209,,,0,0
a9c5c5,1672618769,KJFK,1672637308,KPHX,JBU135  ,2471,148,989.0,19.0,0,10
a78cfc,1672618701,KJFK,1672627559,KFLL,JBU1501 ,2172,148,3895.0,81.0,0,4
adc238,1672618632,KJFK,1672639528,KLAX,JBU823  ,2417,178,1619.0,60.0,0,8
a9c151,1672618513,KJFK,1672640247,EGLL,AAL100  ,2590,186,2532.0,43.0,0,5
ac71e7,1672618421,KJFK,1672631685,,AAL2883 ,2269,201,,,0,0
a198ed,1672618347,KJFK,1672634188,MGGT,JBU1328 ,2440,171,7581.0,227.0,0,0
ab6b45,1672618264,KJFK,1672637397,KPHX,DAL829  ,2567,201,770.0,12.0,0,10
0d0abd,1672618129,KJFK,1672634413,MMJC,AMX403  ,2334,125,12215.0,1030.0,0,1
4077d4,1672617985,KJFK,1672639697,EGLL,VIR4C   ,2110,148,2488.0,50.0,0,5
3c6514,1672617890,KJFK,1672643488,EDDM,DLH411  ,2910,140,2781.0,79.0,0,3
ab0d76,1672617813,KJFK,1672635323,KU42,DAL315  ,2432,125,3189.0,889.0,0,4
4005bc,1672617693,KJFK,1672639857,EGLL,BAW40F  ,2259,163,2940.0,73.0,0,5
adbef0,1672617616,KJFK,1672630096,KDFW,AAL2979 ,2546,178,4247.0,127.0,0,22
ace063,1672617611,KJFK,1672638700,KSEA,JBU263  ,6831,674,676.0,40.0,0,12
ab5d4a,1672617606,KJFK,1672626458,KMIA,AAL485  ,7752,1222,3831.0,66.0,0,5
acbf73,1672613701,KJFK,1672615384,KJFK,N920PD  ,10666,110,9042.0,64.0,0,2
a57458,1672611323,KJFK,1672613554,KBOS,RPA4349 ,1547,148,8836.0,420.0,0,1
ac83d5,1672610573,KJFK,1672614677,KBUF,EDV5274 ,1572,110,806.0,8.0,0,15
a4a484,1672610018,KJFK,1672616419,KATL,DAL2890 ,2160,117,2982.0,7.0,0,20
acbf73,1672609494,KJFK,1672610605,KJFK,N920PD  ,11232,87,9770.0,18.0,0,2
a87898,1672609452,KJFK,1672616999,KMKE,JBU679  ,2086,194,509.0,22.0,0,9
a07228,1672609218,KJFK,1672612483,KDCA,RPA4560 ,1472,148,4186.0,170.0,0,4
a3619c,1672608684,KJFK,1672610517,KBOS,JBU818  ,1484,117,6804.0,313.0,0,3
