icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a7bbe9,1674161257,KJFK,1674181557,KHHR,JBU623  ,2501,270,3544.0,63.0,0,7
a01112,1674161135,KJFK,1674181072,KLAX,AAL341  ,2847,270,2015.0,30.0,0,8
440ce0,1674160600,KJFK,1674183565,EBLG,CHG592  ,3483,217,1239.0,10.0,0,3
0c6063,1674160446,KJFK,1674174983,,BWA529  ,1033,163,,,0,0
acbe88,1674160402,KJFK,1674178947,KPHX,DAL985  ,2605,277,1115.0,41.0,0,10
0d09d0,1674160228,KJFK,1674177768,MMMX,AMX409  ,2795,178,17159.0,741.0,0,1
a33716,1674159502,KJFK,1674175018,,AAL2557 ,2908,277,,,0,0
a13391,1674159375,KJFK,1674178108,SKBO,DAL253  ,2155,270,4017.0,18.0,0,2
aa7f65,1674158814,KJFK,1674177644,SKBO,AVA211  ,1090,156,4042.0,26.0,0,2
0d09f7,1674158568,KJFK,1674177497,MMMX,VIV101  ,895,140,17757.0,863.0,0,1
0c206a,1674158525,KJFK,1674176127,MPTO,CMP812  ,2808,323,10382.0,377.0,0,3
a8a3ce,1674157848,KJFK,1674173124,KAUS,JBU295  ,2308,262,2252.0,50.0,0,5
a14502,1674157140,KJFK,1674158407,,EDV5197 ,644,87,,,0,0
4ba9e4,1674156923,KJFK,1674189445,LTFM,THY4    ,2387,262,19213.0,762.0,0,0
a19d0d,1674156819,KJFK,1674173094,,JBU1769 ,2583,293,,,0,0
896465,1674156714,KJFK,1674199695,OMAA,ETD102  ,2582,209,13861.0,559.0,0,2
a1373d,1674156278,KJFK,1674176308,KLAX,DAL685  ,2525,323,3524.0,38.0,0,7
ad4bcb,1674154735,KJFK,1674167008,MDSI,JBU309  ,2248,247,24338.0,994.0,0,2
accd10,1674153683,KJFK,1674174107,KSFO,ASA14   ,2662,346,346.0,103.0,0,5
a34825,1674153302,KJFK,1674154798,,EDV5057 ,831,209,,,0,0
adabfe,1674152988,KJFK,1674173817,KSFO,JBU1515 ,1263,201,470.0,87.0,0,5
abfefd,1674152547,KJFK,1674154808,,AAL2338 ,2060,277,,,0,0
869582,1674151731,KJFK,1674205086,RJTT,ANA109  ,3028,331,9262.0,431.0,0,1
867ff0,1674151554,KJFK,1674204600,RJTT,JAL5    ,3487,437,8601.0,385.0,0,1
8004dd,1674151451,KJFK,1674200029,VIDP,AIC102  ,2629,331,2962.0,23.0,0,1
ac71dd,1674151272,KJFK,1674175006,KMIA,AAL1195 ,1170,194,5681.0,134.0,0,7
71be28,1674150903,KJFK,1674208378,RKSI,KAL082  ,3508,110,26422.0,1288.0,1,1
71c361,1674149608,KJFK,1674201176,RJAA,AAR221  ,2353,102,19263.0,1816.0,0,2
507c59,1674148907,KJFK,1674181105,,UZB102  ,3341,407,,,0,0
780bb9,1674148805,KJFK,1674173952,PANC,CAO1008 ,2089,300,266.0,189.0,0,16
aa3b85,1674146387,KJFK,1674155042,KMIA,AAL315  ,981,300,4552.0,127.0,0,5
a19910,1674145813,KJFK,1674147598,,JBU1853 ,13972,1382,,,0,0
a2925a,1674145620,KJFK,1674149194,KBUF,JBU2602 ,963,87,355.0,75.0,0,15
a50cb7,1674144494,KJFK,1674149409,,RPA4638 ,864,163,,,0,0
8964b2,1674144251,KJFK,1674187043,OMDB,UAE76F  ,4306,346,2008.0,72.0,0,2
4cc575,1674142255,KJFK,1674165895,BIKF,ICE762  ,620,163,1462.0,77.0,0,0
06a0db,1674141697,KJFK,1674185001,OTHH,QTR33Y  ,1383,163,2903.0,49.0,0,1
a04bbe,1674141114,KJFK,1674142208,,AAL311  ,981,140,,,0,0
a6cb48,1674140839,KJFK,1674173399,KJFK,JBU1568 ,1305,178,2987.0,140.0,0,1
a1fbd9,1674139705,KJFK,1674142208,,RPA5661 ,600,209,,,0,0
789219,1674139367,KJFK,1674194718,VHHH,CPA841  ,2297,323,3390.0,69.0,0,1
a7d725,1674137320,KJFK,1674151207,,EDV4706 ,1107,110,,,0,0
a4afbe,1674136111,KJFK,1674150109,,AAL1729 ,970,125,,,0,0
a437ce,1674135789,KJFK,1674143787,,DAL1955 ,2027,201,,,0,0
a94c7b,1674135735,KJFK,1674149099,,DAL625  ,2915,87,,,0,0
a1a3a9,1674135024,KJFK,1674149399,,JBU939  ,4787,392,,,1,0
a305aa,1674134439,KJFK,1674142208,,EDV4660 ,1341,117,,,0,0
ab20df,1674134073,KJFK,1674135008,,AAL2234 ,2780,18,,,0,0
a33716,1674133594,KJFK,1674134944,,AAL1289 ,2066,194,,,0,0
acd68a,1674130688,KJFK,1674166536,KJFK,EDV4980 ,1183,64,2990.0,148.0,0,1
ac8985,1674129481,KJFK,1674143513,,DAL2191 ,2170,49,,,0,0
a33a1d,1674128186,KJFK,1674129598,,JBU2802 ,1444,102,,,0,0
a3c649,1674127059,KJFK,1674136155,KMIA,AAL419  ,1958,41,4061.0,81.0,0,5
a1b2ee,1674123240,KJFK,1674124209,,JBU2137 ,2042,110,,,0,0
899030,1674115792,KJFK,1674177393,RCTP,EVA031  ,2717,72,9040.0,2261.0,0,0
acb5ac,1674112680,KJFK,1674114569,KJFK,N918PD  ,10638,34,9696.0,64.0,0,2
ad5ff1,1674112370,KJFK,1674135982,,LRC653  ,1698,34,,,0,0
a1a0a1,1674107525,KJFK,1674143998,,JBU2903 ,2091,140,,,0,0
0c605c,1674106765,KJFK,1674131405,,BWA527  ,1929,64,,,0,0
ad675f,1674105450,KJFK,1674140395,SPOL,AVA049  ,1959,117,11308.0,446.0,0,4
a4dfa6,1674104777,KJFK,1674135008,,DAL234  ,1974,110,,,0,0
a7d725,1674102104,KJFK,1674104755,VT30,EDV5427 ,1378,133,8572.0,1880.0,0,4
a96c96,1674102045,KJFK,1674115198,,DAL323  ,1715,201,,,0,0
acb5ac,1674101213,KJFK,1674102609,KLGA,N918PD  ,10646,34,7088.0,267.0,0,4
a06815,1674100327,KJFK,1674107993,26IL,UPS1125 ,1168,102,3906.0,619.0,0,22
76cce4,1674099989,KJFK,1674252440,KJFK,SIA23   ,2759,186,4550.0,247.0,0,2
a50cb7,1674099011,KJFK,1674100798,KGHG,RPA4300 ,5772,1969,12267.0,1657.0,0,2
a18380,1674098725,KJFK,1674101183,KBGM,EDV4632 ,1588,79,7899.0,1223.0,0,4
a776b2,1674098238,KJFK,1674136798,,JBU509  ,1906,87,,,0,0
a2c93f,1674098160,KJFK,1674099008,,EDV4920 ,1315,110,,,0,0
407995,1674097419,KJFK,1674115198,,BAW14K  ,1992,79,,,0,0
485e2e,1674097351,KJFK,1674118807,,KLM644  ,1906,79,,,0,0
a77d89,1674096386,KJFK,1674097198,,EDV5167 ,1249,125,,,0,0
a4b6b6,1674096337,KJFK,1674160002,KBOS,JBU1621 ,2244,125,11179.0,565.0,0,4
a32814,1674095905,KJFK,1674097198,,EDV4702 ,1202,72,,,0,0
3461cb,1674095475,KJFK,1674163198,SKBO,IBE6252 ,2116,125,3110.0,11.0,0,2
aaf1fa,1674095440,KJFK,1674118807,,DAL172  ,6152,521,,,1,0
a8aef3,1674093780,KJFK,1674095413,,JBU2193 ,1900,156,,,0,0
a14104,1674093548,KJFK,1674115208,,DAL272  ,1776,95,,,0,0
a32acf,1674093303,KJFK,1674097197,,DAL1447 ,2107,201,,,0,0
a41412,1674093216,KJFK,1674095412,,DAL2495 ,1898,163,,,0,0
a7c849,1674093063,KJFK,1674097207,KRDU,EDV5261 ,1594,171,11588.0,477.0,0,3
a4ee82,1674092943,KJFK,1674166772,KJFK,DAL153  ,1693,110,3443.0,171.0,0,1
a20288,1674092881,KJFK,1674093598,,ATN3447 ,1447,178,,,0,0
a73690,1674092822,KJFK,1674093609,,JBU2583 ,1389,117,,,0,0
a07fa6,1674092753,KJFK,1674096749,7PS7,RPA4660 ,1029,95,6675.0,228.0,0,13
a385ee,1674092709,KJFK,1674102609,42MN,EDV4896 ,1839,87,11279.0,940.0,0,8
a2c087,1674092647,KJFK,1674113407,,ASA41   ,1960,95,,,0,0
ab09b4,1674092583,KJFK,1674111607,K61B,DAL2409 ,2191,163,23148.0,1790.0,0,0
ab80f4,1674092456,KJFK,1674168004,KATL,DAL31   ,1604,125,3085.0,68.0,0,20
a491f1,1674092241,KJFK,1674100808,,DAL1629 ,1640,110,,,0,0
a16273,1674092059,KJFK,1674097198,,DAL1192 ,1573,224,,,0,0
400610,1674091770,KJFK,1674114308,EGLL,BAW116  ,2191,133,2650.0,96.0,0,5
4d0113,1674091653,KJFK,1674115198,EDRB,CLX35Q  ,2348,133,21052.0,1106.0,0,3
ab1979,1674091521,KJFK,1674113409,,DAL48   ,2031,148,,,0,0
a96ba2,1674091440,KJFK,1674105744,KDEN,JBU97   ,1703,133,5549.0,104.0,0,20
ad3cdf,1674091384,KJFK,1674095447,,JBU1501 ,1969,186,,,0,0
4cc52e,1674091315,KJFK,1674107998,,ICE614  ,2144,125,,,0,0
a1a917,1674091240,KJFK,1674097250,KDTW,JBU1419 ,1900,247,6688.0,214.0,0,11
ad646e,1674091113,KJFK,1674112267,KLAX,JBU1723 ,1956,148,2499.0,60.0,0,7
a475a3,1674091042,KJFK,1674095399,,DAL1638 ,1885,186,,,0,0
a4e714,1674090922,KJFK,1674162712,KSEA,DAL262  ,1862,194,1344.0,147.0,0,11
a06aba,1674090769,KJFK,1674095098,KRDU,RPA4371 ,1122,186,2424.0,10.0,0,6
a1a832,1674090715,KJFK,1674107939,,JBU1211 ,1803,95,,,0,0
02013e,1674090582,KJFK,1674168305,KJFK,RAM200N ,1640,87,3531.0,178.0,0,1
4b1884,1674090261,KJFK,1674115198,LSGG,SWR78B  ,2057,117,6271.0,278.0,0,2
aca3e6,1674090102,KJFK,1674095727,KDTW,EDV5314 ,1531,133,7026.0,291.0,0,10
acbcfd,1674090040,KJFK,1674091218,KLDJ,N92N    ,4043,148,796.0,84.0,1,4
a21142,1674090039,KJFK,1674099419,,EDV4688 ,1567,102,,,0,0
ab4eeb,1674090007,KJFK,1674110528,KPDX,DAL418  ,6281,735,1598.0,21.0,1,23
a9c5c5,1674090005,KJFK,1674107992,,JBU1975 ,13059,1283,,,0,0
ad8fa4,1674089448,KJFK,1674107998,,JBU355  ,1879,102,,,0,0
a01c37,1674089373,KJFK,1674109808,KEMT,AAL300  ,2000,194,14972.0,1304.0,0,8
a33aa7,1674088984,KJFK,1674093567,,EDV5168 ,1328,110,,,0,0
aba281,1674088443,KJFK,1674093558,KCLT,AAL2038 ,1846,117,4671.0,160.0,0,6
abd3cf,1674088240,KJFK,1674113407,EDEF,DAL106  ,6672,552,18627.0,997.0,0,5
aabf80,1674088237,KJFK,1674112545,LEBL,AAL66   ,8057,1268,1157.0,3.0,0,1
a198ed,1674086303,KJFK,1674102351,MGGT,JBU1328 ,1891,178,8585.0,281.0,0,0
ac5fad,1674086232,KJFK,1674106154,KSEA,DAL357  ,1783,217,777.0,63.0,0,12
44ccca,1674086073,KJFK,1674108009,,BEL52B  ,2352,133,,,0,0
4075b4,1674085880,KJFK,1674108007,EGLL,VIR4C   ,1993,156,13202.0,690.0,0,7
a3a575,1674085675,KJFK,1674093608,,JBU201  ,1635,201,,,0,0
a24720,1674085552,KJFK,1674087828,KBOS,RPA5603 ,1588,171,8156.0,405.0,0,2
aaea84,1674085491,KJFK,1674094829,,AAL2979 ,2117,171,,,0,0
407bed,1674085430,KJFK,1674107998,EGBW,EUK94R  ,2145,140,12171.0,1285.0,0,3
acc9b2,1674085368,KJFK,1674102216,KBTF,DAL671  ,2150,163,6660.0,309.0,0,4
e8043a,1674085259,KJFK,1674107998,,LAN533  ,2342,117,,,0,0
a24369,1674085189,KJFK,1674094859,KJFK,RPA5737 ,1511,209,4170.0,156.0,0,2
47b1dc,1674085084,KJFK,1674107239,EGKK,NBT702  ,2245,56,6283.0,342.0,0,2
a6a3c2,1674085024,KJFK,1674154798,,JBU2409 ,2225,133,,,0,0
a68d02,1674084874,KJFK,1674104771,KSEA,DAL2650 ,2021,194,988.0,48.0,0,11
a08317,1674084808,KJFK,1674093199,KMKE,EDVV5233,1775,156,898.0,7.0,0,10
a04e00,1674084624,KJFK,1674098264,KDFW,DAL986  ,1459,171,3414.0,104.0,0,18
a5780f,1674084566,KJFK,1674086398,,RPA4310 ,1339,209,,,0,0
a023a5,1674084455,KJFK,1674107037,KSFO,AAL2652 ,2149,186,142.0,64.0,0,5
a98445,1674084404,KJFK,1674105325,KSMF,JBU161  ,2701,270,2002.0,8.0,0,19
a4c5d8,1674083976,KJFK,1674107427,EGKK,JBU2143 ,1853,148,5387.0,296.0,0,3
ad7ece,1674083905,KJFK,1674092907,KMIA,AAL367  ,1930,140,4061.0,96.0,0,5
aded77,1674083717,KJFK,1674102359,KPHX,JBU135  ,1995,156,1358.0,71.0,0,10
acd68a,1674083631,KJFK,1674086397,,EDV4923 ,1298,148,,,0,0
ac7e15,1674083589,KJFK,1674091885,KORD,AAL532  ,2062,156,3149.0,31.0,0,4
a4077d,1674083529,KJFK,1674097207,1XA5,DAL1234 ,1765,178,9813.0,2336.0,0,5
485ecd,1674083314,KJFK,1674160674,,KLM642  ,2322,255,,,0,0
abe2a3,1674083146,KJFK,1674092038,KMIA,AAL596  ,2390,224,3894.0,89.0,0,5
acb5ac,1674083103,KJFK,1674086272,KJFK,N918PD  ,10636,133,10025.0,34.0,0,2
a25238,1674083064,KJFK,1674099509,KBOS,JBU679  ,1914,201,7165.0,344.0,0,2
a88774,1674083008,KJFK,1674091258,KF45,JBU2053 ,2093,156,8565.0,793.0,0,8
aa4d77,1674082884,KJFK,1674091857,,JBU1793 ,2175,156,,,0,0
a2c93f,1674082806,KJFK,1674086354,KBUF,EDV5407 ,6438,1047,253.0,31.0,0,15
e80452,1674082055,KJFK,1674113145,SBGR,TAM8181 ,3049,117,20420.0,1429.0,0,2
aac337,1674081598,KJFK,1674104599,LFPG,AAL44   ,2160,148,3614.0,17.0,0,8
a280a4,1674079650,KJFK,1674082898,KIAD,SKW3978 ,1014,171,347.0,34.0,0,8
a445f8,1674079024,KJFK,1674100325,KSAN,DAL459  ,2425,262,2094.0,25.0,0,9
a14502,1674077715,KJFK,1674086362,CYYZ,EDV4985 ,1513,148,1083.0,36.0,0,4
a3484e,1674077673,KJFK,1674093534,,AAL2557 ,2041,186,,,0,0
a33716,1674076521,KJFK,1674125066,KJFK,AAL1587 ,2319,201,2770.0,64.0,0,2
a359bc,1674074890,KJFK,1674083794,KFLL,DAL1684 ,1577,163,4430.0,134.0,0,4
a08714,1674073843,KJFK,1674079208,,RPA4449 ,3471,742,,,1,0
a0634c,1674073411,KJFK,1674079401,KCVG,RPA4599 ,1038,178,2483.0,46.0,0,11
a38237,1674072662,KJFK,1674075598,,EDV4758 ,1284,209,,,0,0
a7d725,1674072345,KJFK,1674091917,KJFK,EDV4653 ,1680,217,2259.0,110.0,0,1
a7c849,1674072259,KJFK,1674073809,,EDV5291 ,1297,209,,,0,0
a441c9,1674071772,KJFK,1674086408,1CO8,DAL341  ,2766,300,1770.0,854.0,0,16
a7ad0d,1674071700,KJFK,1674079845,KMCO,JBU1483 ,2039,217,4035.0,54.0,0,6
aa8b40,1674067177,KJFK,1674085511,,JBU2404 ,2225,201,,,0,0
a24720,1674066892,KJFK,1674068398,,RPA5863 ,1251,247,,,0,0
acd68a,1674066610,KJFK,1674068408,,EDV5057 ,8410,1824,,,0,0
aca79d,1674065270,KJFK,1674068408,,EDV4966 ,1417,209,,,0,0
869232,1674064808,KJFK,1674117001,RJTK,ANA109  ,7512,925,20800.0,1772.0,0,0
a1e58f,1674063614,KJFK,1674093479,PN01,RPA5829 ,1491,232,4707.0,1126.0,0,12
a13af4,1674062089,KJFK,1674082873,KLAX,DAL536  ,1797,255,4446.0,152.0,0,7
a2925a,1674061856,KJFK,1674063009,,JBU83   ,1770,186,,,0,0
a32acf,1674060580,KJFK,1674084650,KJFK,DAL1417 ,1604,201,3130.0,163.0,0,1
a45051,1674060461,KJFK,1674061957,,DAL1891 ,2039,232,,,0,0
aaa02c,1674059929,KJFK,1674107534,,JBU757  ,2164,247,,,0,0
ab4ba6,1674059771,KJFK,1674149408,TBPB,JBU872  ,1993,247,26723.0,847.0,0,0
a32368,1674059093,KJFK,1674083073,KLGA,DAL1538 ,1945,209,5428.0,290.0,0,3
a3d462,1674057918,KJFK,1674059409,,JBU285  ,1423,209,,,0,0
abac48,1674057843,KJFK,1674064809,,AAL816  ,3151,224,,,0,0
a31486,1674056432,KJFK,1674057598,,EDV5139 ,1380,171,,,0,0
06a066,1674055815,KJFK,1674129435,EDDF,QTR21C  ,4474,415,1387.0,56.0,1,5
a194aa,1674055477,KJFK,1674057566,,JBU255  ,1700,194,,,0,0
a13386,1674055218,KJFK,1674101307,KJFK,DAL719  ,2359,255,1598.0,56.0,0,1
a29611,1674052170,KJFK,1674054008,,JBU1634 ,916,148,,,0,0
a31122,1674051167,KJFK,1674052209,,SKW3541 ,1957,148,,,0,0
a7de93,1674049866,KJFK,1674059399,KMSP,EDV4660 ,1252,171,2267.0,2.0,0,10
a3a575,1674049735,KJFK,1674054008,,JBU219  ,686,201,,,0,0
a4f05d,1674049049,KJFK,1674081009,,RPA4331 ,2521,217,,,0,0
8990eb,1674048960,KJFK,1674074185,PANC,CAL5321 ,1366,217,267.0,182.0,0,16
aded77,1674048236,KJFK,1674052209,,JBU601  ,2201,300,,,0,0
a1a0c4,1674048025,KJFK,1674093598,,JBU190  ,2455,346,,,0,0
ad2fd0,1674047979,KJFK,1674059408,,AAL2234 ,3253,239,,,0,0
4005bb,1674047914,KJFK,1674066607,,BAW178  ,2269,293,,,0,0
a77d89,1674047734,KJFK,1674050408,,EDV4835 ,2170,140,,,0,0
a9704d,1674047706,KJFK,1674091196,KJFK,DAL838  ,3068,437,3557.0,140.0,0,2
a8a785,1674047500,KJFK,1674156608,,JBU459  ,2441,361,,,0,0
adc238,1674047297,KJFK,1674064645,,JBU2123 ,738,148,,,0,0
adf4e9,1674047199,KJFK,1674058319,TJSJ,JBU1603 ,2028,255,5186.0,157.0,0,1
a06aba,1674046989,KJFK,1674048608,,RPA4469 ,732,148,,,0,0
a47cd1,1674046830,KJFK,1674057609,,ATN3484 ,2021,178,,,0,0
ab9278,1674046804,KJFK,1674084099,,AMX405  ,9903,910,,,0,0
ad7e6f,1674046560,KJFK,1674063008,,JBU15   ,2433,300,,,0,0
a03235,1674045795,KJFK,1674064808,,AAL1    ,1261,171,,,0,0
a92e81,1674043654,KJFK,1674069821,,AVA021  ,1420,186,,,0,0
abba43,1674043351,KJFK,1674057609,,DAL2191 ,2519,293,,,0,0
ad4105,1674043276,KJFK,1674091882,,AAL1193 ,2563,308,,,0,0
a198ed,1674043069,KJFK,1674071995,KJFK,JBU436  ,1627,239,24020.0,933.0,0,1
0c605e,1674042879,KJFK,1674056847,TVSB,BWA553  ,2197,224,1978.0,1344.0,0,3
a1b2a8,1674037226,KJFK,1674039140,,JBU2137 ,1361,239,,,0,0
a3cff5,1674037150,KJFK,1674039598,,AVA065  ,1400,209,,,0,0
a8a017,1674036857,KJFK,1674039608,,JBU1059 ,1444,209,,,0,0
acb5ac,1674033132,KJFK,1674035285,KJFK,N918PD  ,10631,125,9722.0,125.0,0,2
aa4cc1,1674032378,KJFK,1674036929,,TAI567  ,1316,178,,,0,0
acb5ac,1674029965,KJFK,1674031408,KJFK,N918PD  ,10566,125,9755.0,133.0,0,2
ad5ff1,1674026811,KJFK,1674035759,,TAI571  ,1560,194,,,0,0
aa7ba7,1674025042,KJFK,1674066608,,AAL120  ,2195,232,,,0,0
a4eacb,1674023131,KJFK,1674050398,,DAL234  ,1594,232,,,0,0
0c2069,1674022565,KJFK,1674037807,MPTO,CMP807  ,1479,156,9252.0,2359.0,0,3
71ba05,1674022057,KJFK,1674078193,RKSI,KAL086  ,2214,262,22916.0,1311.0,0,0
4bb1c3,1674021663,KJFK,1674066438,,THY12   ,2703,346,,,0,0
4075b4,1674021333,KJFK,1674075607,,VIR10H  ,982,178,,,0,0
47b0e7,1674021217,KJFK,1674093035,KFLL,NBT602  ,2343,224,4543.0,126.0,0,4
8990e5,1674021066,KJFK,1674026378,,EVA031  ,2596,285,,,0,0
0c605c,1674020513,KJFK,1674036706,,BWA527  ,1422,171,,,0,0
3949e8,1674020340,KJFK,1674043069,LFPG,AFR017  ,1033,178,5556.0,185.0,0,8
a6ac43,1674019746,KJFK,1674034917,,VOI895  ,829,186,,,0,0
4d21c5,1674019327,KJFK,1674021315,,SZN408  ,2248,346,,,0,0
47b12e,1674018140,KJFK,1674085497,,NBT002  ,2263,209,,,0,0
7380c0,1674017488,KJFK,1674102599,VTBS,ELY008  ,2835,293,12034.0,539.0,0,0
aa3b85,1674017351,KJFK,1674048607,,AAL146  ,2285,262,,,0,0
acf48c,1674017133,KJFK,1674090596,SKBO,AVA245  ,1562,262,7868.0,225.0,0,2
406b0a,1674016843,KJFK,1674112423,EGLL,BAW18A  ,1570,255,2574.0,96.0,0,5
a9a901,1674016699,KJFK,1674064798,,DAL323  ,1048,194,,,0,0
a96412,1674016475,KJFK,1674081009,,GTI8791 ,2929,399,,,0,0
ad01c0,1674016381,KJFK,1674019576,KROC,EDV5095 ,833,171,711.0,88.0,0,12
aafca8,1674016328,KJFK,1674061208,,JBU839  ,1316,201,,,0,0
a9d286,1674016220,KJFK,1674043198,,AAL951  ,3182,422,,,0,0
a73690,1674016129,KJFK,1674025885,,JBU409  ,1317,178,,,0,0
461f06,1674015966,KJFK,1674037807,,FIN16   ,1573,194,,,0,0
a8b8ba,1674015826,KJFK,1674026725,PR20,JBU745  ,1429,201,20348.0,1847.0,0,0
a1d0a3,1674015737,KJFK,1674018171,ME91,RPA5804 ,600,239,3281.0,723.0,0,12
a3a575,1674015648,KJFK,1674018182,VT26,JBU234  ,841,171,9008.0,1168.0,0,16
3c70ca,1674015546,KJFK,1674037807,,GEC8161 ,1590,186,,,0,0
ab6b45,1674015345,KJFK,1674017598,KBOS,DAL2029 ,1535,186,6092.0,390.0,0,4
a1f794,1674015213,KJFK,1674021342,KCVG,ABX152  ,857,201,2986.0,31.0,0,11
a25238,1674015153,KJFK,1674017079,KORH,JBU676  ,1779,377,431.0,103.0,0,10
a1ff90,1674015047,KJFK,1674017300,KBWI,RPA5646 ,682,163,1366.0,85.0,0,5
a51002,1674014970,KJFK,1674016588,KPHL,UPS9813 ,1105,476,499.0,88.0,0,10
a2ac03,1674014859,KJFK,1674021373,KSDF,UPS1111 ,889,300,2443.0,37.0,0,11
ade609,1674014667,KJFK,1674025799,TJSJ,JBU403  ,779,232,5028.0,172.0,0,1
a9c5c5,1674014449,KJFK,1674022096,,JBU1359 ,1069,163,,,0,0
a3b808,1674014373,KJFK,1674019133,KRDU,JBU1385 ,894,194,2310.0,35.0,0,6
c010e6,1674014252,KJFK,1674018012,CYHM,CJT246  ,677,178,1041.0,89.0,0,6
aa7864,1674014193,KJFK,1674021740,,FDX1292 ,1182,323,,,0,0
a0faec,1674014082,KJFK,1674020995,KRFD,UPS1125 ,849,270,8445.0,429.0,0,30
a04641,1674013892,KJFK,1674035214,KSFO,AAL177  ,2338,392,342.0,57.0,0,5
acf2e4,1674013808,KJFK,1674016452,,EDV4850 ,666,209,,,0,0
a19357,1674013744,KJFK,1674016331,KSYR,EDV5009 ,591,140,5049.0,306.0,0,14
a7de93,1674013680,KJFK,1674016251,VT26,EDV5427 ,808,277,10481.0,719.0,0,16
acb5ac,1674013627,KJFK,1674019439,KJFK,N918PD  ,10563,125,9812.0,140.0,0,2
a7f6ae,1674013535,KJFK,1674019839,KIND,FDX1612 ,1053,255,6297.0,305.0,0,26
8963e6,1674013413,KJFK,1674064277,,UAE5RQ  ,2862,300,,,0,0
ab6fbf,1674013264,KJFK,1674036321,LFPG,DAL264  ,2377,338,3341.0,238.0,0,8
a9b9e3,1674013158,KJFK,1674091163,KHHR,AAL104  ,2639,369,2947.0,101.0,0,7
a4bbde,1674013051,KJFK,1674036131,LFPG,DAL262  ,1453,194,3515.0,253.0,0,8
a2925a,1674012971,KJFK,1674016239,KROC,JBU486  ,1417,247,996.0,88.0,0,12
a52911,1674012900,KJFK,1674016946,CYYZ,RPA4323 ,926,201,1383.0,93.0,0,4
adabfe,1674012680,KJFK,1674033591,KSFO,JBU2615 ,802,171,411.0,57.0,0,5
a35701,1674012560,KJFK,1674016913,CYYZ,EDV4987 ,761,163,764.0,100.0,0,4
a77d89,1674012476,KJFK,1674015892,KBUF,EDV4920 ,938,171,160.0,82.0,0,15
e80211,1674012336,KJFK,1674038442,SPOL,LPE2691 ,1289,239,11493.0,477.0,0,4
acca19,1674012218,KJFK,1674032859,KLAX,JBU1823 ,1149,209,4645.0,99.0,0,7
a86605,1674012099,KJFK,1674022048,,JBU937  ,725,148,,,0,0
a2b622,1674011989,KJFK,1674015449,KBUF,JBU102  ,1032,232,504.0,75.0,0,15
ab6851,1674011877,KJFK,1674026578,,DAL227  ,2986,437,,,0,0
a56e48,1674011780,KJFK,1674014137,KBOS,RPA4300 ,627,209,5236.0,336.0,0,3
aa8a83,1674011665,KJFK,1674046798,,AAL953  ,2543,361,,,0,0
a2af3e,1674011557,KJFK,1674014151,KITH,EDV4632 ,1153,209,8790.0,396.0,0,12
ab60e3,1674011482,KJFK,1674077409,,DAL3    ,2099,369,,,0,0
a2d27c,1674011242,KJFK,1674013497,KBOS,JBU318  ,899,186,5322.0,344.0,0,3
a29611,1674011177,KJFK,1674013685,KSYR,JBU2516 ,1053,201,6013.0,344.0,0,14
49530b,1674011116,KJFK,1674048180,LFPO,TAP210  ,1447,194,1153.0,101.0,0,8
aa4d77,1674011048,KJFK,1674020936,,JBU509  ,1748,255,,,0,0
394a09,1674010927,KJFK,1674033590,LFPG,AFR011  ,1572,255,5808.0,200.0,0,8
a2c0ff,1674010895,KJFK,1674018596,,FDX1276 ,3412,308,,,1,0
407994,1674010830,KJFK,1674033584,EGLL,BAW14K  ,1478,239,2737.0,188.0,0,5
89659c,1674010773,KJFK,1674041931,,ETD47N  ,2459,369,,,0,0
a4c2ad,1674010328,KJFK,1674071330,KBOS,JBU7    ,2461,354,7450.0,428.0,0,2
a086ce,1674010113,KJFK,1674012520,,EDV5324 ,1032,232,,,0,0
a04e60,1674010004,KJFK,1674014568,KRDU,RPA4664 ,724,209,2894.0,65.0,0,6
780a6e,1674009907,KJFK,1674014274,CYYZ,CPA085  ,1704,209,263.0,100.0,0,4
485b43,1674009759,KJFK,1674032153,EHAM,KLM644  ,1186,156,5309.0,163.0,0,0
06a0ea,1674009679,KJFK,1674051177,OTHH,QTR48W  ,2400,346,5704.0,126.0,0,1
a7c849,1674009451,KJFK,1674012748,KRIC,EDV5167 ,923,308,1987.0,101.0,0,11
a08317,1674009347,KJFK,1674016097,KSAV,EDV4682 ,661,156,3370.0,106.0,0,3
a33743,1674009223,KJFK,1674011998,KIAD,SKW3950 ,2103,148,340.0,49.0,0,7
4ba945,1674009191,KJFK,1674092531,KORD,THY2    ,3213,399,1912.0,16.0,0,5
a12fcf,1674009093,KJFK,1674028515,KLAX,DAL524  ,1503,239,1778.0,15.0,0,8
acb5ac,1674008978,KJFK,1674010123,KJFK,N918PD  ,11121,186,9885.0,117.0,0,2
a7cfb7,1674008960,KJFK,1674016408,KBNA,EDV4793 ,2451,148,1379.0,7.0,0,6
ad60b7,1674008794,KJFK,1674075607,KFLL,JBU815  ,1950,323,8010.0,324.0,0,4
a26bb8,1674008680,KJFK,1674012925,OI62,SKW3948 ,687,178,5442.0,2308.0,0,17
