icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,date,datetime_x,tempmax_x,tempmin_x,humidity_x,conditions_x,description_x,datetime_y,tempmax_y,tempmin_y,humidity_y,conditions_y,description_y
71c359,1609989462,RKSI,1610037538,KJFK,AAR222  ,1767.0,236.0,3107,87,0,2,2021-01-07,,,,,,,,,,,,
a87fe4,1610031602,KATL,1610037412,KJFK,GTI850  ,292.0,144.0,3776,125,1,2,2021-01-07,,,,,,,,,,,,
710119,1610000403,Unknown,1610036005,KJFK,SVA021  ,1636.0,115.0,3527,95,0,2,2021-01-07,,,,,,,,,,,,
aabbc9,1610027727,KMIA,1610035823,KJFK,AAL1140 ,2766.0,111.0,2109,56,1,1,2021-01-07,,,,,,,,,,,,
a8712a,1610032695,KBOS,1610035097,KJFK,JBU417  ,646.0,176.0,2778,49,0,2,2021-01-07,,,,,,,,,,,,
48ae24,1610004469,EPWA,1610034809,KJFK,LOT7926 ,877.0,34.0,3022,64,1,2,2021-01-07,,,,,,,,,,,,
4c0220,1610001845,LYBE,1610034556,KJFK,ASL500  ,2315.0,141.0,3027,72,0,2,2021-01-07,,,,,,,,,,,,
a3b796,1610028446,KATL,1610034478,KJFK,DAL397  ,702.0,60.0,1242,3,1,1,2021-01-07,,,,,,,,,,,,
a24aa7,1610030590,KMVY,1610034291,KJFK,KAP349  ,1139.0,78.0,3798,148,2,2,2021-01-07,,,,,,,,,,,,
ac45ac,1610021822,TJSJ,1610034227,KJFK,DAL1854 ,3346.0,393.0,1168,3,1,1,2021-01-07,,,,,,,,,,,,
4bb189,1609998683,LTFM,1610034029,KJFK,THY3    ,1998.0,335.0,2809,49,0,2,2021-01-07,,,,,,,,,,,,
780d9d,1609987297,Unknown,1610033849,KJFK,CES7257 ,1636.0,115.0,3173,79,0,2,2021-01-07,,,,,,,,,,,,
acb963,1610028978,KJFK,1610032908,KJFK,N919PD  ,10145.0,3.0,10086,42,0,2,2021-01-07,,,,,,,,,,,,
a5fff9,1610024706,KMIA,1610032889,KJFK,GTI2688 ,1264.0,233.0,2831,64,1,2,2021-01-07,,,,,,,,,,,,
a34294,1610024171,KMIA,1610032678,KJFK,DAL1750 ,2698.0,218.0,1010,57,1,1,2021-01-07,,,,,,,,,,,,
a8aed1,1610026505,KCVG,1610031892,KJFK,GTI2007 ,9290.0,1258.0,2738,49,1,2,2021-01-07,,,,,,,,,,,,
a6a00b,1610024379,KMCO,1610031773,KJFK,JBU1284 ,9281.0,869.0,1692,26,0,1,2021-01-07,,,,,,,,,,,,
71c251,1610008393,PANC,1610031565,KJFK,KAL249  ,3689.0,456.0,2772,41,9,2,2021-01-07,,,,,,,,,,,,
ac7aa9,1610027910,Unknown,1610030571,KJFK,DAL1993 ,1636.0,115.0,1506,11,0,1,2021-01-07,,,,,,,,,,,,
aca99c,1610027772,Unknown,1610030392,KJFK,DAL1942 ,1636.0,115.0,1379,11,0,1,2021-01-07,,,,,,,,,,,,
a37023,1610022563,KTPA,1610030211,KJFK,DAL2111 ,2994.0,365.0,1000,57,1,1,2021-01-07,,,,,,,,,,,,
868078,1609985899,RJTT,1610029907,KJFK,JAL6    ,7356.0,1002.0,2837,49,1,2,2021-01-07,,,,,,,,,,,,
a40d8d,1610021481,KFLL,1610029845,KJFK,DAL779  ,2731.0,355.0,1277,3,2,1,2021-01-07,,,,,,,,,,,,
8695c6,1609984165,RJTT,1610028803,KJFK,ANA110  ,7415.0,995.0,2832,49,1,2,2021-01-07,,,,,,,,,,,,
a44d85,1610021542,KMCO,1610028531,KJFK,DAL2126 ,13576.0,1456.0,1421,11,1,1,2021-01-07,,,,,,,,,,,,
a30c8e,1610024682,KBUF,1610028021,KJFK,JBU2101 ,1185.0,82.0,3707,110,3,2,2021-01-07,,,,,,,,,,,,
acb963,1610023441,KJFK,1610026856,KJFK,N919PD  ,9839.0,34.0,10139,26,0,2,2021-01-07,,,,,,,,,,,,
4d0117,1610021350,KLCK,1610026138,KJFK,CLX45A  ,989.0,104.0,3665,102,0,2,2021-01-07,,,,,,,,,,,,
adda92,1610023421,KIAD,1610025998,KJFK,FDX1540 ,1133.0,72.0,4408,148,2,2,2021-01-07,,,,,,,,,,,,
aca29a,1610023140,Unknown,1610025801,KJFK,JBU436  ,1636.0,115.0,3915,110,0,2,2021-01-07,,,,,,,,,,,,
ad935b,1610022435,Unknown,1610025178,KJFK,JBU410  ,1636.0,115.0,2909,56,0,2,2021-01-07,,,,,,,,,,,,
a3ff4e,1610019995,KCMH,1610025029,KJFK,RPA5873 ,1369.0,103.0,3179,79,0,2,2021-01-07,,,,,,,,,,,,
ac159a,1610021520,KROC,1610024879,KJFK,RPA5615 ,1479.0,109.0,3929,117,2,2,2021-01-07,,,,,,,,,,,,
ad6bdc,1610006877,KLAX,1610024726,KJFK,JBU1424 ,1144.0,38.0,4234,133,3,2,2021-01-07,,,,,,,,,,,,
abff50,1610021070,KBUF,1610024536,KJFK,RPA5761 ,507.0,46.0,2831,49,3,2,2021-01-07,,,,,,,,,,,,
a41b66,1610019030,OA16,1610023979,KJFK,ABX552  ,5377.0,1541.0,3921,125,3,2,2021-01-07,,,,,,,,,,,,
a3bd81,1610021193,KSYR,1610023859,KJFK,EDV4630 ,2701.0,466.0,2982,64,2,2,2021-01-07,,,,,,,,,,,,
e80244,1609996473,SPJC,1610022752,KJFK,LPE2372 ,2446.0,323.0,4187,140,3,2,2021-01-07,,,,,,,,,,,,
a1b449,1610020026,KDCA,1610022418,KJFK,RPA5617 ,1409.0,231.0,1500,26,0,1,2021-01-07,,,,,,,,,,,,
a13b1e,1610015229,Unknown,1610022176,KJFK,FDX1483 ,1636.0,115.0,2809,56,0,2,2021-01-07,,,,,,,,,,,,
ab282b,1610018286,KBOS,1610020529,KJFK,RPA5729 ,654.0,237.0,1499,26,0,1,2021-01-07,,,,,,,,,,,,
a11d47,1610002830,KLAX,1610020288,KJFK,DAL328  ,1339.0,7.0,1555,18,2,1,2021-01-07,,,,,,,,,,,,
a37df6,1610017865,KBOS,1610019959,KJFK,JBU917  ,1019.0,230.0,2859,64,0,2,2021-01-07,,,,,,,,,,,,
04c15b,1609992119,Unknown,1610019585,KJFK,KQA002  ,1636.0,115.0,2771,56,0,2,2021-01-07,,,,,,,,,,,,
a997cc,1610000379,KSFO,1610018994,KJFK,DAL300  ,239.0,80.0,1205,18,0,1,2021-01-07,,,,,,,,,,,,
4cc52a,1609992858,EBLG,1610018216,KJFK,SVA905  ,2321.0,225.0,2864,79,0,2,2021-01-07,,,,,,,,,,,,
e80450,1609993464,Unknown,1610018118,KJFK,LAN532  ,1636.0,115.0,2804,56,0,2,2021-01-07,,,,,,,,,,,,
a153c1,1610011110,Unknown,1610017689,KJFK,FDX1431 ,1636.0,115.0,2737,64,0,2,2021-01-07,,,,,,,,,,,,
a0e869,1610011960,KIND,1610017231,KJFK,FDX1712 ,1660.0,14.0,3287,95,2,2,2021-01-07,,,,,,,,,,,,
a44cda,1610003115,Unknown,1610017104,KJFK,DAL1984 ,1636.0,115.0,1174,3,0,1,2021-01-07,,,,,,,,,,,,
a08826,1610011170,KRFD,1610017075,KJFK,UPS1126 ,2769.0,261.0,3305,95,7,2,2021-01-07,,,,,,,,,,,,
ab6851,1610013948,Unknown,1610016421,KJFK,DAL157  ,1636.0,115.0,1592,34,0,1,2021-01-07,,,,,,,,,,,,
78921a,1609963784,VHHH,1610016314,KJFK,CPA844  ,930.0,46.0,2469,49,0,1,2021-01-07,,,,,,,,,,,,
71c045,1610010254,KATL,1610016177,KJFK,KAL269  ,886.0,0.0,1865,3,1,1,2021-01-07,,,,,,,,,,,,
a9876e,1609993269,PANC,1610015990,KJFK,CKS815  ,2845.0,349.0,2756,72,7,2,2021-01-07,,,,,,,,,,,,
a009a4,1609997777,KSFO,1610015889,KJFK,AAL276  ,221.0,87.0,2739,56,0,2,2021-01-07,,,,,,,,,,,,
a39f0d,1610010440,KSDF,1610015631,KJFK,UPS1112 ,1422.0,121.0,2837,72,2,2,2021-01-07,,,,,,,,,,,,
a413f8,1609986925,EDDP,1610015210,KJFK,ABX966  ,2269.0,155.0,2804,64,0,2,2021-01-07,,,,,,,,,,,,
a1b2ee,1609995813,Unknown,1610015129,KJFK,JBU1966 ,1636.0,115.0,2984,87,0,2,2021-01-07,,,,,,,,,,,,
a12c23,1610012401,Unknown,1610014797,KJFK,DAL217  ,1636.0,115.0,1515,41,0,1,2021-01-07,,,,,,,,,,,,
aa6ccb,1609997519,KLAX,1610014233,KJFK,AAL4    ,635.0,15.0,3258,102,2,2,2021-01-07,,,,,,,,,,,,
a0563b,1609995180,SKBO,1610013577,KJFK,DAL254  ,6137.0,530.0,1203,18,1,1,2021-01-07,,,,,,,,,,,,
a2cfcb,1610008341,KSDF,1610013498,KJFK,UPS1114 ,1987.0,144.0,2864,79,2,2,2021-01-07,,,,,,,,,,,,
7380c4,1609973163,LLBG,1610012860,KJFK,ELY001  ,6868.0,530.0,2859,72,1,2,2021-01-07,,,,,,,,,,,,
a1b2a8,1609996361,Unknown,1610012711,KJFK,JBU1770 ,1636.0,115.0,3646,125,0,2,2021-01-07,,,,,,,,,,,,
a4b0bb,1609971313,LLBG,1610011906,KJFK,DAL235  ,2009.0,41.0,1760,49,1,1,2021-01-07,,,,,,,,,,,,
405f31,1609987135,EGNX,1610011246,KJFK,DHK964  ,723.0,47.0,2776,72,0,2,2021-01-07,,,,,,,,,,,,
aa2542,1609992486,SKBO,1610010904,KJFK,AVA020  ,3277.0,149.0,2787,72,0,2,2021-01-07,,,,,,,,,,,,
a50321,1610005860,Unknown,1610009981,KJFK,AVA042  ,1636.0,115.0,2743,64,0,2,2021-01-07,,,,,,,,,,,,
c0753b,1610000723,CYHM,1610005589,KJFK,SLQ9742 ,1948.0,128.0,2961,87,0,2,2021-01-07,,,,,,,,,,,,
aabbd2,1609994080,KAFW,1610004221,KJFK,ATN3212 ,701.0,8.0,1145,18,12,1,2021-01-07,,,,,,,,,,,,
a4ce28,1609999216,1OA3,1610003638,KJFK,ATN3429 ,6025.0,1223.0,1145,18,1,1,2021-01-07,,,,,,,,,,,,
a299c8,1609996960,KCVG,1610001795,KJFK,JBU8602 ,10196.0,1616.0,2192,34,1,1,2021-01-07,,,,,,,,,,,,
a39e7e,1609991957,KTPA,1609999402,KJFK,DAL1373 ,2653.0,327.0,1317,34,1,1,2021-01-07,,,,,,,,,,,,
a91774,1609985341,Unknown,1609999280,KJFK,TAI566  ,1636.0,115.0,2745,72,0,2,2021-01-07,,,,,,,,,,,,
4d0104,1609973528,ELLX,1609999079,KJFK,CLX67K  ,1504.0,10.0,1679,56,0,1,2021-01-07,,,,,,,,,,,,
ad846f,1609994752,Unknown,1609998038,KJFK,JBU1310 ,1636.0,115.0,2743,56,0,2,2021-01-07,,,,,,,,,,,,
a7bbe9,1609984456,TJSJ,1609997514,KJFK,JBU104  ,3518.0,416.0,2761,72,1,2,2021-01-07,,,,,,,,,,,,
a98539,1609982461,KSLC,1609996879,KJFK,DAL789  ,3007.0,372.0,1174,3,1,1,2021-01-07,,,,,,,,,,,,
a445f8,1609989510,KATL,1609995350,KJFK,DAL426  ,1668.0,91.0,1145,26,2,1,2021-01-07,,,,,,,,,,,,
a96ba2,1609991032,KRDU,1609994747,KJFK,JBU6124 ,605.0,111.0,2766,79,0,2,2021-01-07,,,,,,,,,,,,
a96577,1609976803,KSEA,1609994016,KJFK,DAL327  ,344.0,20.0,1107,18,3,1,2021-01-07,,,,,,,,,,,,
0c2068,1609983016,Unknown,1609991846,KJFK,CMP804  ,1636.0,115.0,2105,26,0,1,2021-01-07,,,,,,,,,,,,
acb1f5,1609984940,KJFK,1609990456,KJFK,N917PD  ,10579.0,95.0,10042,11,0,2,2021-01-07,,,,,,,,,,,,
ac382e,1609977765,TJSJ,1609990439,KJFK,DAL1853 ,4081.0,416.0,1594,41,1,1,2021-01-07,,,,,,,,,,,,
a39ac7,1609982365,KFLL,1609990240,KJFK,DAL1379 ,2013.0,225.0,1054,18,2,1,2021-01-07,,,,,,,,,,,,
a442f3,1609981969,KRSW,1609989954,KJFK,DAL1525 ,748.0,1.0,1288,26,3,1,2021-01-07,,,,,,,,,,,,
a5fc87,1609985741,KDTW,1609989808,KJFK,EDV5223 ,1830.0,207.0,1466,49,1,1,2021-01-07,,,,,,,,,,,,
ac0dd9,1609969213,Unknown,1609989535,KJFK,AAL2393 ,1636.0,115.0,2809,72,0,2,2021-01-07,,,,,,,,,,,,
a3b808,1609981144,KFLL,1609989294,KJFK,JBU2    ,3102.0,210.0,2882,79,1,2,2021-01-07,,,,,,,,,,,,
a960a9,1609985378,Unknown,1609988878,KJFK,EAL662  ,1636.0,115.0,2977,95,0,2,2021-01-07,,,,,,,,,,,,
aa9bb8,1609980596,KMIA,1609988656,KJFK,AAL243  ,2873.0,172.0,4014,156,1,2,2021-01-07,,,,,,,,,,,,
ab1c47,1609985943,Unknown,1609988638,KJFK,DAL1863 ,1636.0,115.0,1522,41,0,1,2021-01-07,,,,,,,,,,,,
a3b4b5,1609980633,KMSP,1609988448,KJFK,DAL1011 ,2476.0,78.0,1256,26,2,1,2021-01-07,,,,,,,,,,,,
acce3f,1609983124,KCLT,1609987543,KJFK,AAL810  ,3577.0,427.0,2864,72,0,2,2021-01-07,,,,,,,,,,,,
a8ce92,1609972166,MMMX,1609986858,KJFK,DAL606  ,5329.0,574.0,1177,26,0,1,2021-01-07,,,,,,,,,,,,
abe1c2,1609983601,Unknown,1609986444,KJFK,DAL1818 ,1636.0,115.0,1202,26,0,1,2021-01-07,,,,,,,,,,,,
a8deb4,1609973819,Unknown,1609986253,KJFK,DAL1567 ,1636.0,115.0,1178,26,0,1,2021-01-07,,,,,,,,,,,,
ad4bcb,1609978548,KTPA,1609986149,KJFK,JBU2926 ,6910.0,624.0,2772,64,0,2,2021-01-07,,,,,,,,,,,,
a7b0c4,1609983330,Unknown,1609985947,KJFK,JBU2110 ,1636.0,115.0,2847,79,0,2,2021-01-07,,,,,,,,,,,,
a45f0e,1609967465,CN29,1609985303,KJFK,ATN3456 ,4534.0,1690.0,1189,18,2,1,2021-01-07,,,,,,,,,,,,
ab8112,1609973275,Unknown,1609985275,KJFK,AAL496  ,1636.0,115.0,2810,72,0,2,2021-01-07,,,,,,,,,,,,
a90af1,1609975879,Unknown,1609985047,KJFK,DAL643  ,1636.0,115.0,1885,72,0,1,2021-01-07,,,,,,,,,,,,
a6f581,1609977436,79FD,1609984919,KJFK,SCX3022 ,10960.0,1501.0,3010,79,3,2,2021-01-07,,,,,,,,,,,,
ab60e3,1609967718,KLAX,1609984883,KJFK,DAL323  ,1611.0,38.0,1153,18,2,1,2021-01-07,,,,,,,,,,,,
a54c6d,1609967361,KONT,1609984689,KJFK,UPS2106 ,5176.0,481.0,2738,72,3,2,2021-01-07,,,,,,,,,,,,
aca29a,1609977036,Unknown,1609984439,KJFK,JBU1054 ,1636.0,115.0,2863,72,0,2,2021-01-07,,,,,,,,,,,,
a9704d,1609968259,KLAS,1609984316,KJFK,DAL325  ,899.0,85.0,1161,26,1,1,2021-01-07,,,,,,,,,,,,
aa600a,1609953625,KLAX,1609983950,KJFK,JBU1552 ,604.0,68.0,2793,72,2,2,2021-01-07,,,,,,,,,,,,
adcd6d,1609965663,KLAX,1609983641,KJFK,JBU1524 ,689.0,76.0,3896,133,2,2,2021-01-07,,,,,,,,,,,,
a92145,1609977579,KATL,1609983565,KJFK,DAL429  ,1132.0,91.0,960,11,2,1,2021-01-07,,,,,,,,,,,,
a95dba,1609969422,KSLC,1609983320,KJFK,DAL1685 ,1784.0,98.0,1212,26,1,1,2021-01-07,,,,,,,,,,,,
a1741a,1609981078,KBOS,1609983291,KJFK,JBU217  ,480.0,245.0,2842,72,0,2,2021-01-07,,,,,,,,,,,,
ad8fa4,1609980243,Unknown,1609982834,KJFK,JBU1528 ,1636.0,115.0,2766,64,0,2,2021-01-07,,,,,,,,,,,,
a8259b,1609975928,Unknown,1609982064,KJFK,FDX764  ,1636.0,115.0,2771,79,0,2,2021-01-07,,,,,,,,,,,,
accb2b,1609964465,KSEA,1609981888,KJFK,ASA426  ,614.0,25.0,2724,72,2,2,2021-01-07,,,,,,,,,,,,
aa74ad,1609976265,KIND,1609981694,KJFK,FDX3720 ,1172.0,168.0,2847,79,3,2,2021-01-07,,,,,,,,,,,,
8990e0,1609930822,RCTP,1609981463,KJFK,EVA032  ,4333.0,501.0,3439,117,0,2,2021-01-07,,,,,,,,,,,,
a7456c,1609978680,Unknown,1609981342,KJFK,JBU2636 ,1636.0,115.0,2772,72,0,2,2021-01-07,,,,,,,,,,,,
ab2760,1609978542,Unknown,1609981108,KJFK,DAL1843 ,1636.0,115.0,1174,18,0,1,2021-01-07,,,,,,,,,,,,
aaf968,1609971789,Unknown,1609980731,KJFK,DAL620  ,1636.0,115.0,1293,26,0,1,2021-01-07,,,,,,,,,,,,
abba43,1609977731,Unknown,1609980261,KJFK,DAL1849 ,1636.0,115.0,1625,49,0,1,2021-01-07,,,,,,,,,,,,
a4a0cd,1609972880,KORL,1609979969,KJFK,DAL1340 ,9305.0,1885.0,1660,49,1,1,2021-01-07,,,,,,,,,,,,
a33a1d,1609972629,KORL,1609979720,KJFK,JBU384  ,6162.0,1901.0,4015,148,0,2,2021-01-07,,,,,,,,,,,,
a4350c,1609971126,KMIA,1609979508,KJFK,DAL1327 ,2169.0,172.0,1344,34,1,1,2021-01-07,,,,,,,,,,,,
a71ded,1609976814,Unknown,1609979198,KJFK,JBU1568 ,1636.0,115.0,2734,64,0,2,2021-01-07,,,,,,,,,,,,
a1a0c4,1609966730,TJSJ,1609979032,KJFK,JBU2404 ,3306.0,599.0,2904,87,1,2,2021-01-07,,,,,,,,,,,,
a93d9f,1609940389,KJFK,1609979005,KJFK,DAL625  ,2139.0,346.0,1234,26,0,1,2021-01-07,,,,,,,,,,,,
ad4f72,1609976121,Unknown,1609978679,KJFK,JBU1634 ,1636.0,115.0,2435,41,0,1,2021-01-07,,,,,,,,,,,,
48ae25,1609948030,EPWA,1609978370,KJFK,LOT26   ,2061.0,125.0,2761,64,1,2,2021-01-07,,,,,,,,,,,,
aa4252,1609975659,Unknown,1609978104,KJFK,JBU2610 ,1636.0,115.0,2716,72,0,2,2021-01-07,,,,,,,,,,,,
780a70,1609955284,PANC,1609977897,KJFK,CPA094  ,3014.0,456.0,2446,49,9,1,2021-01-07,,,,,,,,,,,,
a967eb,1609969324,KFLL,1609977668,KJFK,JBU2702 ,2701.0,363.0,2749,72,2,2,2021-01-07,,,,,,,,,,,,
acb963,1609970240,KJFK,1609977287,KJFK,N919PD  ,10915.0,95.0,10065,3,0,2,2021-01-06,,,,,,,,,,,,
aa3086,1609954992,PANC,1609977192,KJFK,NCR523  ,3997.0,540.0,2464,56,9,1,2021-01-06,,,,,,,,,,,,
485344,1609951165,EHAM,1609976171,KJFK,KLM643  ,4692.0,19.0,4010,148,0,2,2021-01-06,,,,,,,,,,,,
4005c1,1609951431,EGLL,1609976018,KJFK,BAW33K  ,833.0,40.0,3783,133,3,2,2021-01-06,,,,,,,,,,,,
a37023,1609967730,KFLL,1609975907,KJFK,DAL1631 ,1888.0,225.0,2369,110,2,1,2021-01-06,,,,,,,,,,,,
a73a47,1609960525,Unknown,1609975880,KJFK,JBU1692 ,1636.0,115.0,3201,102,0,2,2021-01-06,,,,,,,,,,,,
040088,1609854004,FAOR,1609975681,KJFK,ETH512  ,7702.0,332.0,4803,194,2,2,2021-01-06,,,,,,,,,,,,
a7946a,1609971300,Unknown,1609975277,KJFK,JBU2660 ,1636.0,115.0,3770,133,0,2,2021-01-06,,,,,,,,,,,,
abff50,1609972508,KBOS,1609975094,KJFK,RPA5717 ,754.0,252.0,3681,133,0,2,2021-01-06,,,,,,,,,,,,
4077d3,1609951008,EGLL,1609974877,KJFK,VIR687  ,645.0,55.0,3987,148,3,2,2021-01-06,,,,,,,,,,,,
ab52a2,1609966042,Unknown,1609974708,KJFK,DAL1957 ,1636.0,115.0,1907,64,0,1,2021-01-06,,,,,,,,,,,,
a27600,1609972423,KBOS,1609974617,KJFK,JBU317  ,482.0,184.0,4309,171,0,2,2021-01-06,,,,,,,,,,,,
adf128,1609971680,Unknown,1609974310,KJFK,JBU1058 ,1636.0,115.0,4544,171,0,2,2021-01-06,,,,,,,,,,,,
3c7061,1609946731,EDDF,1609974042,KJFK,GEC8160 ,1852.0,3.0,3792,148,1,2,2021-01-06,,,,,,,,,,,,
ade9c0,1609971005,Unknown,1609973945,KJFK,JBU1436 ,1636.0,115.0,3271,102,0,2,2021-01-06,,,,,,,,,,,,
a6152a,1609969966,KRDU,1609973753,KJFK,EDV4784 ,1383.0,4.0,1713,64,0,1,2021-01-06,,,,,,,,,,,,
394a01,1609947772,LFPG,1609973674,KJFK,AFR010  ,3533.0,25.0,3401,117,2,2,2021-01-06,,,,,,,,,,,,
ac7581,1609961081,Unknown,1609973535,KJFK,AAL787  ,1636.0,115.0,3269,95,0,2,2021-01-06,,,,,,,,,,,,
a138b8,1609968803,KCLT,1609973383,KJFK,AAL786  ,2415.0,313.0,4714,194,0,2,2021-01-06,,,,,,,,,,,,
ab6fdd,1609957691,KPHX,1609973223,KJFK,AAL738  ,711.0,71.0,3735,133,1,2,2021-01-06,,,,,,,,,,,,
a82a75,1609961045,Unknown,1609972949,KJFK,SWQ7625 ,1636.0,115.0,2020,79,0,1,2021-01-06,,,,,,,,,,,,
a66239,1609960261,Unknown,1609972897,KJFK,JBU740  ,1636.0,115.0,3719,133,0,2,2021-01-06,,,,,,,,,,,,
ad8bed,1609959856,TJSJ,1609972717,KJFK,JBU1304 ,3553.0,431.0,5112,217,1,2,2021-01-06,,,,,,,,,,,,
ab649a,1609954683,KLAX,1609972618,KJFK,DAL392  ,1397.0,38.0,2103,87,2,1,2021-01-06,,,,,,,,,,,,
a26f98,1609967076,KSDF,1609972581,KJFK,UPS2114 ,1685.0,136.0,4316,171,2,2,2021-01-06,,,,,,,,,,,,
a61c53,1609947121,LEZG,1609972306,KJFK,GTI562  ,1941.0,3.0,2275,110,0,1,2021-01-06,,,,,,,,,,,,
adbe91,1609953470,KSFO,1609972196,KJFK,JBU216  ,223.0,80.0,3539,117,0,2,2021-01-06,,,,,,,,,,,,
a44cda,1609967716,Unknown,1609972069,KJFK,DAL1918 ,1636.0,115.0,2303,95,0,1,2021-01-06,,,,,,,,,,,,
a42a37,1609967287,KDTW,1609971695,KJFK,EDV4785 ,3596.0,451.0,2132,87,0,1,2021-01-06,,,,,,,,,,,,
acb1f5,1609968263,KJFK,1609971660,KJFK,N917PD  ,11232.0,56.0,10540,102,0,2,2021-01-06,,,,,,,,,,,,
aab2bf,1609968697,Unknown,1609971370,KJFK,JBU310  ,1636.0,115.0,3868,140,0,2,2021-01-06,,,,,,,,,,,,
4ba94e,1609936500,LTFM,1609971174,KJFK,THY1    ,2667.0,350.0,4118,163,0,2,2021-01-06,,,,,,,,,,,,
020123,1609945756,GMMN,1609971038,KJFK,RAM200N ,1197.0,74.0,2993,87,0,2,2021-01-06,,,,,,,,,,,,
aca99c,1609968401,Unknown,1609971035,KJFK,DAL1829 ,1636.0,115.0,2109,87,0,1,2021-01-06,,,,,,,,,,,,
ac45ac,1609964700,KATL,1609970864,KJFK,DAL422  ,2231.0,197.0,1197,26,2,1,2021-01-06,,,,,,,,,,,,
ac7aa9,1609967957,Unknown,1609970684,KJFK,DAL1833 ,1636.0,115.0,2213,87,0,1,2021-01-06,,,,,,,,,,,,
a9acb8,1609957845,TJSJ,1609970553,KJFK,DAL639  ,3070.0,446.0,1711,72,1,1,2021-01-06,,,,,,,,,,,,
a11380,1609958911,KDEN,1609970349,KJFK,DAL875  ,6206.0,485.0,1804,72,5,1,2021-01-06,,,,,,,,,,,,
ab3d39,1609961019,Unknown,1609970198,KJFK,AAL1327 ,1636.0,115.0,3775,140,0,2,2021-01-06,,,,,,,,,,,,
ac159a,1609967349,KDCA,1609969946,KJFK,RPA5772 ,1244.0,216.0,4097,156,0,2,2021-01-06,,,,,,,,,,,,
ab7ae4,1609956289,KSLC,1609969722,KJFK,DAL772  ,1748.0,122.0,1860,72,1,1,2021-01-06,,,,,,,,,,,,
a1a435,1609961131,Unknown,1609969391,KJFK,JBU380  ,1636.0,115.0,3875,156,0,2,2021-01-06,,,,,,,,,,,,
ade252,1609960832,KFLL,1609969232,KJFK,JBU1572 ,1800.0,172.0,3264,110,2,2,2021-01-06,,,,,,,,,,,,
aace5c,1609951685,KLAX,1609969071,KJFK,AAL2    ,1455.0,60.0,2881,87,4,2,2021-01-06,,,,,,,,,,,,
ab43c6,1609966266,Unknown,1609968835,KJFK,DAL1822 ,1636.0,115.0,1217,34,0,1,2021-01-06,,,,,,,,,,,,
aa7c64,1609966243,Unknown,1609968724,KJFK,JBU2436 ,1636.0,115.0,4184,171,0,2,2021-01-06,,,,,,,,,,,,
a33666,1609957756,02XS,1609968601,KJFK,JBU1094 ,2614.0,309.0,4191,163,3,2,2021-01-06,,,,,,,,,,,,
ad6f93,1609958869,Unknown,1609968104,KJFK,JBU1452 ,1636.0,115.0,4420,178,0,2,2021-01-06,,,,,,,,,,,,
394a18,1609941898,LFPG,1609967944,KJFK,AFR006  ,3877.0,40.0,4344,178,2,2,2021-01-06,,,,,,,,,,,,
a79768,1609948878,KSFO,1609967839,KJFK,ASA1022 ,185.0,87.0,2875,87,0,2,2021-01-06,,,,,,,,,,,,
a44d85,1609959690,KRSW,1609967805,KJFK,DAL1396 ,1159.0,120.0,2124,87,3,1,2021-01-06,,,,,,,,,,,,
484f73,1609941313,EHAM,1609967705,KJFK,KLM641  ,4705.0,27.0,4198,163,0,2,2021-01-06,,,,,,,,,,,,
a3dfeb,1609959792,KMSP,1609967601,KJFK,DAL2104 ,2045.0,33.0,1250,41,2,1,2021-01-06,,,,,,,,,,,,
ad9712,1609965095,Unknown,1609967515,KJFK,JBU268  ,1636.0,115.0,4997,209,0,2,2021-01-06,,,,,,,,,,,,
a555da,1609962452,KCVG,1609967446,KJFK,ATN3451 ,10483.0,1045.0,1060,26,1,1,2021-01-06,,,,,,,,,,,,
a40d8d,1609965938,KLGA,1609967163,KJFK,DAL9961 ,389.0,191.0,2216,102,0,1,2021-01-06,,,,,,,,,,,,
a82520,1609949519,KSEA,1609966992,KJFK,DAL320  ,484.0,25.0,1804,79,2,1,2021-01-06,,,,,,,,,,,,
a1b449,1609961050,KORD,1609966873,KJFK,RPA5707 ,1367.0,21.0,4344,178,0,2,2021-01-06,,,,,,,,,,,,
ac0307,1609963163,KBOS,1609965586,KJFK,RPA5710 ,864.0,245.0,3844,148,0,2,2021-01-06,,,,,,,,,,,,
869560,1609921062,RJAA,1609964959,KJFK,ANA10   ,8755.0,879.0,2085,41,0,1,2021-01-06,,,,,,,,,,,,
a13391,1609946863,KLAX,1609964396,KJFK,DAL324  ,1130.0,45.0,1900,87,2,1,2021-01-06,,,,,,,,,,,,
ad56e0,1609961805,Unknown,1609964253,KJFK,JBU736  ,1636.0,115.0,4488,186,0,2,2021-01-06,,,,,,,,,,,,
a95c2f,1609941974,PANC,1609964068,KJFK,NCR504  ,4077.0,517.0,3764,148,9,2,2021-01-06,,,,,,,,,,,,
a96171,1609945764,KSFO,1609963782,KJFK,DAL310  ,308.0,72.0,1809,95,0,1,2021-01-06,,,,,,,,,,,,
a35eb0,1609955010,KMIA,1609963558,KJFK,AAL1184 ,3102.0,287.0,2766,87,1,2,2021-01-06,,,,,,,,,,,,
